,year,month,day,avg_temp,high_temp,low_temp,avg_cloud,daily_rain
284,2018,12,14,2.7,.6,6.5,.5,
285,2018,12,15,2.5,.3,8.2,.1,
286,2018,12,16,.7,.3,3.6,.6,.0
287,2018,12,17,.6,.8,.5,.5,.1
288,2018,12,18,.9,.9,2.3,.0,
289,2018,12,19,.7,2.2,.6,.0,.8
290,2018,12,20,.2,0.0,.0,.8,
291,2018,12,21,.6,0.0,2.6,.8,
292,2018,12,22,.6,3.8,.8,.3,
293,2018,12,23,.4,0.6,0.7,.5,.0
294,2018,12,24,0.9,.2,4.9,.5,
295,2018,12,25,0.3,.7,5.7,.0,
296,2018,12,26,.7,.9,1.5,.5,.0
297,2018,12,27,5.9,1.5,8.4,.9,
298,2018,12,28,8.6,4.0,11.1,.3,.0
299,2018,12,29,6.1,0.7,10.7,.5,.0
300,2018,12,30,5.4,.2,10.4,.3,.0
301,2018,12,31,4.7,.5,10.7,.6,
302,2019,1,1,2.7,.7,6.1,.1,.1
303,2019,1,2,3.3,.9,8.4,.0,
304,2019,1,3,2.7,.3,8.5,.0,
305,2019,1,4,1.6,.2,8.1,.4,
306,2019,1,5,0.7,.5,4.8,.8,
307,2019,1,6,1.9,.4,7.1,.6,
308,2019,1,7,1.2,.6,6.9,.6,
309,2019,1,8,1.5,.9,5.0,.8,
310,2019,1,9,3.4,.3,8.6,.1,
311,2019,1,10,1.1,.0,3.2,.8,
312,2019,1,11,.8,.4,3.0,.5,
313,2019,1,12,.5,.8,.8,.5,.5
314,2019,1,13,.8,.4,2.8,.0,
315,2019,1,14,.7,.1,1.6,.1,
316,2019,1,15,0.1,.6,4.9,.6,.3
317,2019,1,16,3.8,.3,8.5,.5,
318,2019,1,17,.0,.5,2.5,.4,.0
319,2019,1,18,.8,.0,4.8,.3,
320,2019,1,19,.2,.6,1.9,.9,
321,2019,1,20,.3,.2,2.8,.1,.0
322,2019,1,21,.2,.8,6.2,.8,
323,2019,1,22,.3,.7,1.6,.8,
324,2019,1,23,.8,.5,1.5,.3,
325,2019,1,24,.9,.7,5.6,.0,
326,2019,1,25,0.9,.3,4.5,.6,
327,2019,1,26,2.3,.0,6.4,.0,
328,2019,1,27,0.4,.3,8.3,.8,
329,2019,1,28,.3,.6,2.3,.0,.8
330,2019,1,29,.1,.3,6.9,.6,
331,2019,1,30,.7,.1,4.0,.9,
332,2019,1,31,.6,.6,4.7,.1,.0
333,2019,2,1,1.2,.9,6.7,.0,
334,2019,2,2,.7,.8,4.9,.6,.0
335,2019,2,3,.0,.7,.2,.1,7.1
336,2019,2,4,.3,.5,2.2,.6,
337,2019,2,5,.2,2.0,4.3,.9,
338,2019,2,6,.1,3.5,1.2,.4,
339,2019,2,7,.8,.6,5.1,.3,.0
340,2019,2,8,3.3,.1,7.5,.9,
341,2019,2,9,2.7,.7,5.3,.1,
342,2019,2,10,2.4,.2,7.0,.4,
343,2019,2,11,1.7,.1,6.1,.0,
344,2019,2,12,0.3,.4,6.2,.0,
345,2019,2,13,0.3,.9,3.9,.0,
346,2019,2,14,.5,.1,3.3,.3,
347,2019,2,15,.7,.7,0.6,.9,.0
348,2019,2,16,0.7,.8,3.5,.5,.1
349,2019,2,17,0.7,.8,6.5,.8,
350,2019,2,18,.9,.8,4.5,.3,.1
351,2019,2,19,.2,.1,0.1,.6,8.8
352,2019,2,20,.9,.1,0.7,.6,.0
353,2019,2,21,.1,.5,3.3,.5,
354,2019,2,22,.6,.9,1.5,.8,
355,2019,2,23,.5,4.2,1.9,.4,
356,2019,2,24,.7,5.1,0.8,.8,
357,2019,2,25,.7,2.9,.9,.9,
358,2019,2,26,.3,2.7,2.4,.6,
359,2019,2,27,.6,.8,.2,.5,.2
360,2019,2,28,.7,3.4,.7,.8,
361,2019,3,1,.1,3.7,.0,.0,
362,2019,3,2,.4,6.0,0.9,.8,
363,2019,3,3,.0,5.5,.4,.0,
364,2019,3,4,0.0,6.4,.5,.6,
365,2019,3,5,.7,4.0,.8,.1,
366,2019,3,6,.7,5.4,.8,.4,
367,2019,3,7,.1,3.2,.0,.6,
368,2019,3,8,.0,5.5,0.6,.6,
369,2019,3,9,.2,7.3,1.4,.6,
370,2019,3,10,.9,1.3,.7,.5,.1
371,2019,3,11,.7,.8,.6,.8,.8
372,2019,3,12,.5,1.1,0.3,.6,.5
373,2019,3,13,.7,.2,1.8,.1,
374,2019,3,14,.9,2.2,2.6,.8,
375,2019,3,15,.9,2.0,.0,.8,.1
376,2019,3,16,.0,1.1,.1,.9,
377,2019,3,17,.3,4.1,.6,.8,
378,2019,3,18,.1,4.5,0.6,.9,
379,2019,3,19,0.6,9.6,.5,.1,
380,2019,3,20,0.9,6.4,.3,.3,7.7
381,2019,3,21,.5,3.7,.7,.1,.6
382,2019,3,22,.4,0.6,.3,.1,
383,2019,3,23,.2,.7,1.2,.6,.2
384,2019,3,24,.5,1.2,1.9,.6,
385,2019,3,25,.2,4.4,.2,.3,
386,2019,3,26,1.9,9.5,.3,.5,
387,2019,3,27,4.3,1.0,0.4,.0,
388,2019,3,28,2.0,8.1,.3,.5,
389,2019,3,29,1.6,8.4,.2,.3,
390,2019,3,30,.1,0.3,.2,.1,.7
391,2019,3,31,.5,.7,.8,.6,.0
392,2019,11,1,4.6,2.0,0.1,.4,
393,2019,11,2,3.2,9.2,.1,.0,
394,2019,11,3,4.4,0.2,0.2,.6,
395,2019,11,4,3.6,0.8,.1,.4,
396,2019,11,5,2.1,9.6,.4,.3,
397,2019,11,6,1.8,8.5,.9,.0,
398,2019,11,7,0.8,7.8,.3,.5,
399,2019,11,8,.8,4.6,.2,.0,
400,2019,11,9,.1,7.2,.6,.0,
401,2019,11,10,.1,6.6,.3,.3,.6
402,2019,11,11,1.7,6.3,.8,.5,.3
403,2019,11,12,.6,6.1,.0,.8,
404,2019,11,13,.2,3.2,.4,.9,.7
405,2019,11,14,.9,.7,0.2,.8,.0
406,2019,11,15,.6,7.1,1.3,.0,.0
407,2019,11,16,3.0,8.9,.3,.5,.4
408,2019,11,17,.8,2.9,.3,.5,5.2
409,2019,11,18,.7,3.8,.1,.5,5.3
410,2019,11,19,.6,.8,0.2,.3,.0
411,2019,11,20,.0,.4,2.4,.3,
412,2019,11,21,.3,1.0,2.6,.0,
413,2019,11,22,.9,8.1,.0,.1,
414,2019,11,23,1.4,8.8,.7,.3,.0
415,2019,11,24,2.8,1.2,.3,.1,.5
416,2019,11,25,.6,.4,.7,.6,
417,2019,11,26,.7,5.8,.3,.0,
418,2019,11,27,.8,.8,.6,.3,.0
419,2019,11,28,.6,2.7,1.0,.8,
420,2019,11,29,.9,.7,1.6,.9,
421,2019,11,30,.9,3.0,2.5,.4,
422,2019,12,1,.4,.2,.7,.1,2.3
423,2019,12,2,.7,.1,1.4,.6,.0
424,2019,12,3,.3,.5,2.5,.0,.1
425,2019,12,4,.7,0.5,.4,.3,.1
426,2019,12,5,0.6,.0,5.5,.5,
427,2019,12,6,4.4,.9,9.6,.0,
428,2019,12,7,0.1,.6,7.2,.4,
429,2019,12,8,.2,.7,2.7,.9,
430,2019,12,9,.3,1.2,3.8,.3,
431,2019,12,10,.8,3.9,.0,.6,
432,2019,12,11,.9,2.6,.5,.1,.2
433,2019,12,12,.0,.5,2.8,.0,
434,2019,12,13,.9,.4,4.8,.3,
435,2019,12,14,.4,.9,.5,.5,.6
436,2019,12,15,.4,3.5,2.2,.1,
437,2019,12,16,.9,5.2,.9,.4,
438,2019,12,17,.7,0.5,.3,.0,.9
439,2019,12,18,.7,.3,.1,.8,
440,2019,12,19,.8,.1,2.7,.1,
441,2019,12,20,.9,.5,2.3,.3,.2
442,2019,12,21,.3,.5,4.5,.4,
443,2019,12,22,.2,0.0,1.1,.1,
444,2019,12,23,.8,.7,.0,.6,.1
445,2019,12,24,.2,.8,2.4,.5,
446,2019,12,25,.2,.9,3.6,.6,
447,2019,12,26,.4,.0,.5,.5,.0
448,2019,12,27,.1,.2,3.1,.6,
449,2019,12,28,.6,.2,5.0,.0,
450,2019,12,29,.0,.3,2.3,.1,.0
451,2019,12,30,.2,.4,0.4,.5,.5
452,2019,12,31,4.7,0.4,7.5,.9,.0
