困档,版档,穿利 傈玫老荤樊,穿利 流崔老荤樊,穿利 魂鄂老荤樊,穿利 傈玫老荤樊(瘤屈),穿利 流崔老荤樊(瘤屈),穿利 魂鄂老荤樊(瘤屈),SIG_CD,SIG_ENG_NM,SIG_KOR_NM
36.421,127.372,295.167,325.792,97.438,295.013,323.547,97.352,"30200",Yuseong-gu,蜡己备
36.421,127.391,292.45,322.081,96.421,292.319,320.017,96.349,"30200",Yuseong-gu,蜡己备
36.421,127.41,300.081,330.844,98.295,299.997,329.699,98.235,"30200",Yuseong-gu,蜡己备
36.421,127.429,298.889,329.949,97.311,298.818,329.949,97.24,"30230",Daedeok-gu,措傣备
36.421,127.448,299.401,330.21,97.787,299.363,330.21,97.749,"30230",Daedeok-gu,措傣备
36.421,127.467,298.4,328.319,97.696,298.368,328.319,97.663,"30230",Daedeok-gu,措傣备
36.42,127.486,297.522,327.861,97.133,297.492,327.861,97.103,"30110",Dong-gu,悼备
36.42,127.524,301.359,336.17,96.756,301.325,336.17,96.721,"30110",Dong-gu,悼备
36.407,127.296,307.59,337.234,101.952,307.511,337.234,101.873,"30200",Yuseong-gu,蜡己备
36.406,127.315,304.812,335.254,100.334,304.761,335.254,100.284,"30200",Yuseong-gu,蜡己备
36.406,127.334,302.569,332.572,99.828,302.453,331.509,99.735,"30200",Yuseong-gu,蜡己备
36.406,127.353,299.217,328.531,99.378,299.084,327.444,99.267,"30200",Yuseong-gu,蜡己备
36.406,127.372,296.831,326.727,98.122,296.79,326.727,98.081,"30200",Yuseong-gu,蜡己备
36.406,127.391,293.404,323.528,96.478,293.347,323.528,96.422,"30200",Yuseong-gu,蜡己备
36.406,127.41,299.961,330.955,98.351,299.884,330.955,98.274,"30200",Yuseong-gu,蜡己备
36.406,127.429,301.406,332.412,98.801,301.275,332.412,98.67,"30230",Daedeok-gu,措傣备
36.405,127.448,301.734,332.798,98.391,301.691,332.798,98.348,"30230",Daedeok-gu,措傣备
36.405,127.467,299.751,330.586,98.053,299.675,329.374,98.001,"30110",Dong-gu,悼备
36.405,127.486,298.553,329.174,97.795,298.507,329.174,97.749,"30110",Dong-gu,悼备
36.405,127.505,305.405,341.413,97.21,305.248,338.904,97.124,"30110",Dong-gu,悼备
36.405,127.524,304.179,339.648,96.694,304.127,339.597,96.643,"30110",Dong-gu,悼备
36.404,127.543,301.121,336.968,96.423,301.081,336.968,96.383,"30110",Dong-gu,悼备
36.391,127.296,304.806,334.659,100.678,304.61,332.456,100.55,"30200",Yuseong-gu,蜡己备
36.391,127.315,307.883,337.666,101.559,307.71,335.467,101.454,"30200",Yuseong-gu,蜡己备
36.391,127.334,306.386,335.732,101.694,306.262,333.561,101.635,"30200",Yuseong-gu,蜡己备
36.391,127.353,297.225,325.77,98.447,297.131,324.474,98.382,"30200",Yuseong-gu,蜡己备
36.391,127.372,294.211,321.899,98.309,294.162,320.82,98.282,"30200",Yuseong-gu,蜡己备
36.39,127.391,294.108,323.839,96.767,294.039,322.764,96.72,"30200",Yuseong-gu,蜡己备
36.39,127.41,295.143,325.582,96.614,295.031,324.455,96.526,"30200",Yuseong-gu,蜡己备
36.39,127.429,296.986,327.128,97.417,296.86,327.128,97.292,"30230",Daedeok-gu,措傣备
36.39,127.448,298.548,329.317,97.497,298.533,329.317,97.483,"30230",Daedeok-gu,措傣备
36.39,127.467,297.602,327.805,97.824,297.484,325.681,97.764,"30110",Dong-gu,悼备
36.39,127.486,297.898,327.403,97.956,297.79,325.916,97.881,"30110",Dong-gu,悼备
36.389,127.505,301.499,335.777,96.267,301.324,333.299,96.161,"30110",Dong-gu,悼备
36.389,127.524,301.787,337.816,96.268,301.728,337.758,96.211,"30110",Dong-gu,悼备
36.376,127.296,307.229,336.773,101.895,306.965,334.544,101.702,"30200",Yuseong-gu,蜡己备
36.376,127.314,306.553,335.344,102.059,306.39,333.15,101.964,"30200",Yuseong-gu,蜡己备
36.376,127.334,306.778,335.91,102.31,306.642,333.71,102.241,"30200",Yuseong-gu,蜡己备
36.375,127.353,304.838,333.36,101.406,304.759,332.103,101.355,"30200",Yuseong-gu,蜡己备
36.375,127.371,306.1,335.827,101.074,306.019,334.672,101.017,"30200",Yuseong-gu,蜡己备
36.375,127.391,299.639,329.327,98.499,299.558,328.231,98.44,"30200",Yuseong-gu,蜡己备
36.375,127.41,298.447,328.513,97.573,298.348,327.441,97.496,"30230",Daedeok-gu,措傣备
36.375,127.428,293.421,323.273,96.125,293.225,322.714,95.94,"30230",Daedeok-gu,措傣备
36.375,127.448,295.622,326.265,96.64,295.564,326.265,96.582,"30230",Daedeok-gu,措傣备
36.374,127.466,290.665,319.738,95.878,290.514,317.647,95.785,"30110",Dong-gu,悼备
36.374,127.485,295.866,325.727,97.562,295.597,323.375,97.362,"30110",Dong-gu,悼备
36.374,127.504,298.586,333.533,95.489,298.421,332.147,95.352,"30110",Dong-gu,悼备
36.374,127.523,303.51,341.057,96.871,303.421,341.057,96.782,"30110",Dong-gu,悼备
36.361,127.276,304.881,334.847,100.966,304.799,333.599,100.912,"30200",Yuseong-gu,蜡己备
36.36,127.295,302.827,332.157,100.792,302.566,329.944,100.599,"30200",Yuseong-gu,蜡己备
36.36,127.314,303.259,331.617,101.462,303.09,329.42,101.361,"30200",Yuseong-gu,蜡己备
36.36,127.333,309.461,337.852,103.567,309.329,335.84,103.495,"30200",Yuseong-gu,蜡己备
36.36,127.352,302.313,331.526,100.081,302.231,330.271,100.027,"30200",Yuseong-gu,蜡己备
36.36,127.371,304.287,333.561,100.65,304.216,332.448,100.603,"30170",Seo-gu,辑备
36.36,127.39,303.102,332.261,99.941,303.03,331.189,99.891,"30170",Seo-gu,辑备
36.36,127.409,297.795,327.276,97.483,297.712,326.198,97.422,"30230",Daedeok-gu,措傣备
36.359,127.428,296.313,325.971,97.126,296.184,324.901,97.019,"30230",Daedeok-gu,措傣备
36.359,127.447,293.631,323.834,96.635,293.485,323.277,96.499,"30230",Daedeok-gu,措傣备
36.359,127.466,289.283,319.222,95.656,289.257,319.222,95.631,"30110",Dong-gu,悼备
36.359,127.485,290.133,320.994,95.511,289.893,318.733,95.336,"30110",Dong-gu,悼备
36.359,127.504,296.99,334.455,94.903,296.9,333.724,94.826,"30110",Dong-gu,悼备
36.345,127.295,300.521,331.333,99.78,300.258,329.094,99.587,"30200",Yuseong-gu,蜡己备
36.345,127.314,303.979,332.184,102.024,303.797,329.978,101.909,"30200",Yuseong-gu,蜡己备
36.345,127.333,301.593,330.619,100.781,301.461,328.412,100.717,"30200",Yuseong-gu,蜡己备
36.345,127.352,306.975,335.287,101.863,306.861,333.265,101.808,"30170",Seo-gu,辑备
36.345,127.371,307.487,336.665,101.627,307.432,335.51,101.596,"30170",Seo-gu,辑备
36.344,127.39,303.368,332.101,100.341,303.293,330.968,100.289,"30170",Seo-gu,辑备
36.344,127.409,296.13,325.299,97.279,296.049,324.199,97.221,"30140",Jung-gu,吝备
36.344,127.428,297.753,327.163,97.727,297.655,326.085,97.651,"30110",Dong-gu,悼备
36.344,127.447,291.341,322.745,95.844,291.212,321.672,95.738,"30110",Dong-gu,悼备
36.344,127.466,289.714,319.573,95.215,289.68,319.573,95.181,"30110",Dong-gu,悼备
36.344,127.485,289.986,321.07,95.375,289.874,319.917,95.287,"30110",Dong-gu,悼备
36.343,127.504,296.281,333.995,94.552,296.223,333.995,94.494,"30110",Dong-gu,悼备
36.33,127.276,299.985,329.369,98.893,299.941,329.369,98.849,"30200",Yuseong-gu,蜡己备
36.33,127.295,298.621,327.476,99.186,298.387,325.267,99.02,"30200",Yuseong-gu,蜡己备
36.33,127.314,303.706,332.315,101.013,303.488,330.082,100.865,"30200",Yuseong-gu,蜡己备
36.329,127.333,301.935,330.953,100.759,301.809,328.744,100.701,"30200",Yuseong-gu,蜡己备
36.329,127.352,309.321,337.14,103.117,309.215,335.115,103.069,"30170",Seo-gu,辑备
36.329,127.371,304.969,333.79,101.037,304.915,332.674,101.006,"30170",Seo-gu,辑备
36.329,127.39,304.295,333.598,100.399,304.203,332.478,100.331,"30170",Seo-gu,辑备
36.329,127.409,298.351,327.617,97.752,298.265,326.532,97.688,"30140",Jung-gu,吝备
36.329,127.428,303.444,333.54,99.181,303.346,333,99.092,"30140",Jung-gu,吝备
36.329,127.447,293.522,324.17,96.024,293.421,324.17,95.923,"30110",Dong-gu,悼备
36.328,127.466,290.636,321.408,95.14,290.531,321.408,95.035,"30110",Dong-gu,悼备
36.328,127.485,286.865,317.566,94.165,286.792,317.566,94.092,"30110",Dong-gu,悼备
36.314,127.276,292.615,321.879,96.489,292.539,321.879,96.413,"30200",Yuseong-gu,蜡己备
36.314,127.295,298.541,326.139,98.631,298.384,324.903,98.502,"30200",Yuseong-gu,蜡己备
36.314,127.314,298.129,326.624,99.028,297.939,324.432,98.906,"30200",Yuseong-gu,蜡己备
36.314,127.333,301.04,331.554,99.746,300.974,330.44,99.704,"30200",Yuseong-gu,蜡己备
36.314,127.352,302.76,333.635,99.952,302.698,332.566,99.913,"30170",Seo-gu,辑备
36.314,127.371,302.725,333.988,100.143,302.682,333.46,100.11,"30170",Seo-gu,辑备
36.314,127.39,302.288,333.169,99.654,302.181,332.133,99.568,"30140",Jung-gu,吝备
36.314,127.409,300.69,331.315,98.365,300.541,331.315,98.216,"30140",Jung-gu,吝备
36.313,127.428,296.327,327.318,97.045,296.137,327.318,96.855,"30140",Jung-gu,吝备
36.313,127.447,292.685,322.891,95.866,292.504,322.891,95.685,"30110",Dong-gu,悼备
36.313,127.466,292.776,324.39,95.765,292.532,324.39,95.521,"30110",Dong-gu,悼备
36.313,127.485,289.436,321.068,95.047,289.28,321.068,94.89,"30110",Dong-gu,悼备
36.299,127.276,291.019,319.166,96.412,290.97,319.166,96.363,"30200",Yuseong-gu,蜡己备
36.299,127.295,294.088,321.626,97.184,293.997,320.568,97.115,"30200",Yuseong-gu,蜡己备
36.299,127.314,296.539,325.29,98.415,296.454,324.231,98.352,"30200",Yuseong-gu,蜡己备
36.299,127.333,295.813,324.425,98.324,295.743,323.412,98.274,"30170",Seo-gu,辑备
36.299,127.352,301.526,330.995,99.842,301.488,330.995,99.804,"30170",Seo-gu,辑备
36.298,127.371,300.811,329.885,98.905,300.769,329.885,98.863,"30170",Seo-gu,辑备
36.298,127.39,300.966,329.399,98.954,300.898,329.399,98.886,"30140",Jung-gu,吝备
36.298,127.409,297.336,327.103,97.715,297.258,327.103,97.637,"30140",Jung-gu,吝备
36.298,127.427,297.764,327.16,98.11,297.727,327.16,98.073,"30140",Jung-gu,吝备
36.298,127.446,296.41,326.74,97.115,296.067,324.313,96.86,"30140",Jung-gu,吝备
36.298,127.465,299.291,330.165,97.565,299.05,329.031,97.347,"30110",Dong-gu,悼备
36.298,127.484,297.753,329.327,97.538,297.687,329.327,97.472,"30110",Dong-gu,悼备
36.284,127.257,297.114,325.384,98.146,297.021,324.296,98.076,"30200",Yuseong-gu,蜡己备
36.284,127.276,300.957,331.272,98.852,300.917,331.27,98.812,"30200",Yuseong-gu,蜡己备
36.284,127.295,295.986,324.204,97.645,295.961,324.204,97.619,"30200",Yuseong-gu,蜡己备
36.284,127.313,300.977,329.268,99.628,300.942,329.268,99.593,"30200",Yuseong-gu,蜡己备
36.283,127.332,297.207,326.763,98.564,297.176,326.763,98.533,"30170",Seo-gu,辑备
36.283,127.351,304.105,333.806,100.405,304.054,333.806,100.354,"30170",Seo-gu,辑备
36.283,127.37,302.236,332.017,99.318,302.184,332.017,99.267,"30140",Jung-gu,吝备
36.283,127.389,298.766,327.952,98.31,298.724,327.952,98.268,"30140",Jung-gu,吝备
36.283,127.408,296.775,325.602,97.812,296.703,325.602,97.74,"30140",Jung-gu,吝备
36.283,127.427,299.189,328.9,98.587,299.145,328.9,98.543,"30140",Jung-gu,吝备
36.283,127.446,299.21,328.4,97.991,298.938,326.228,97.783,"30110",Dong-gu,悼备
36.282,127.465,299.353,328.947,97.823,298.985,327.832,97.478,"30110",Dong-gu,悼备
36.282,127.484,299.9,330.274,97.904,299.683,330.274,97.687,"30110",Dong-gu,悼备
36.268,127.294,297.593,325.346,98.072,297.56,325.346,98.039,"30200",Yuseong-gu,蜡己备
36.268,127.313,303.2,331.545,99.82,303.17,331.545,99.79,"30170",Seo-gu,辑备
36.268,127.332,299.121,328.379,98.055,299.054,327.329,98.01,"30170",Seo-gu,辑备
36.268,127.351,304.941,334.699,100.188,304.9,334.699,100.147,"30170",Seo-gu,辑备
36.268,127.389,301.472,332.101,99.413,301.353,330.823,99.323,"30140",Jung-gu,吝备
36.267,127.408,299.323,328.599,98.404,299.207,328.599,98.288,"30140",Jung-gu,吝备
36.267,127.427,301.391,331.405,99.293,301.364,331.405,99.266,"30140",Jung-gu,吝备
36.267,127.446,301.289,331.04,99.51,301.221,331.04,99.442,"30110",Dong-gu,悼备
36.267,127.465,299.077,327.723,98.472,298.945,326.612,98.362,"30110",Dong-gu,悼备
36.267,127.484,303.921,333.271,99.805,303.83,333.271,99.714,"30110",Dong-gu,悼备
36.253,127.294,299.415,328.029,98.349,299.388,328.029,98.322,"30170",Seo-gu,辑备
36.253,127.313,301.009,329.679,98.965,300.906,328.566,98.885,"30170",Seo-gu,辑备
36.253,127.332,299.226,329.181,97.589,299.18,329.181,97.543,"30170",Seo-gu,辑备
36.253,127.351,300.61,330.584,97.98,300.565,330.584,97.935,"30170",Seo-gu,辑备
36.252,127.389,303.429,336.699,99.492,303.366,336.699,99.429,"30140",Jung-gu,吝备
36.252,127.408,300.678,330.825,98.762,300.52,330.31,98.614,"30140",Jung-gu,吝备
36.252,127.427,307.741,337.74,101.5,307.699,337.74,101.458,"30140",Jung-gu,吝备
36.252,127.446,307.835,337.833,101.604,307.803,337.833,101.572,"30110",Dong-gu,悼备
36.252,127.465,303.17,332.682,99.818,303.05,331.438,99.726,"30110",Dong-gu,悼备
36.251,127.484,303.624,332.337,99.851,303.562,332.337,99.789,"30110",Dong-gu,悼备
36.238,127.294,302.904,332.624,98.938,302.879,332.624,98.913,"30170",Seo-gu,辑备
36.237,127.313,303.067,332.687,99.09,302.978,331.596,99.024,"30170",Seo-gu,辑备
36.237,127.332,305.374,334.439,100.014,305.331,334.439,99.972,"30170",Seo-gu,辑备
36.237,127.351,304.812,334.825,99.723,304.771,334.825,99.682,"30170",Seo-gu,辑备
36.237,127.389,305.226,333.789,100.352,305.202,333.789,100.327,"30140",Jung-gu,吝备
36.237,127.408,305.88,335.103,100.484,305.805,334.057,100.429,"30140",Jung-gu,吝备
36.237,127.427,310.388,339.086,102.27,310.369,339.086,102.25,"30140",Jung-gu,吝备
36.236,127.446,311.632,340.858,102.777,311.615,340.858,102.76,"30110",Dong-gu,悼备
36.236,127.465,304.423,333.329,100.258,304.343,332.288,100.199,"30110",Dong-gu,悼备
36.236,127.483,302.053,330.708,99.438,302.022,330.708,99.407,"30110",Dong-gu,悼备
36.222,127.332,303.934,333.882,99.757,303.9,333.882,99.723,"30170",Seo-gu,辑备
36.222,127.351,303.222,333.136,99.509,303.203,333.136,99.49,"30170",Seo-gu,辑备
36.221,127.408,306.245,336.193,100.939,306.236,336.193,100.929,"30140",Jung-gu,吝备
36.221,127.426,308.935,338.829,101.642,308.926,338.829,101.633,"30110",Dong-gu,悼备
36.221,127.445,309.704,338.26,101.923,309.616,337.226,101.856,"30110",Dong-gu,悼备
36.221,127.464,308.838,337.135,101.557,308.826,337.135,101.544,"30110",Dong-gu,悼备
36.207,127.332,303.603,333.18,99.609,303.584,333.18,99.591,"30170",Seo-gu,辑备
36.206,127.426,304.474,334.229,99.86,304.465,334.229,99.851,"30110",Dong-gu,悼备
36.206,127.445,307.227,336.531,101.158,307.215,336.531,101.145,"30110",Dong-gu,悼备
