困档,版档,穿利 傈玫老荤樊,穿利 流崔老荤樊,穿利 魂鄂老荤樊,穿利 傈玫老荤樊(瘤屈),穿利 流崔老荤樊(瘤屈),穿利 魂鄂老荤樊(瘤屈),SIG_CD,SIG_ENG_NM,SIG_KOR_NM
36.421,127.467,423.639,498.916,124.367,423.598,498.916,124.326,"30230",Daedeok-gu,措傣备
36.42,127.486,422.98,497.577,124.181,422.942,497.577,124.143,"30110",Dong-gu,悼备
36.42,127.524,420.448,501.948,120.333,420.405,501.948,120.29,"30110",Dong-gu,悼备
36.407,127.296,421.223,493.615,126.772,421.125,493.615,126.673,"30200",Yuseong-gu,蜡己备
36.406,127.315,423.794,497.015,127.03,423.729,497.015,126.965,"30200",Yuseong-gu,蜡己备
36.406,127.334,423.029,494.642,126.918,422.905,494.436,126.799,"30200",Yuseong-gu,蜡己备
36.406,127.353,419.479,490.93,125.928,419.334,490.715,125.787,"30200",Yuseong-gu,蜡己备
36.406,127.372,421.285,493.027,126.165,421.233,493.027,126.113,"30200",Yuseong-gu,蜡己备
36.406,127.391,414.852,485.865,122.982,414.78,485.865,122.911,"30200",Yuseong-gu,蜡己备
36.406,127.41,415.357,487.595,123.675,415.259,487.595,123.578,"30200",Yuseong-gu,蜡己备
36.406,127.429,421.742,495.664,125.048,421.576,495.664,124.882,"30230",Daedeok-gu,措傣备
36.405,127.448,416.133,490.201,122.998,416.079,490.201,122.944,"30230",Daedeok-gu,措傣备
36.405,127.467,421.953,497.14,124.881,421.879,496.747,124.815,"30110",Dong-gu,悼备
36.405,127.486,422.474,496.442,124.373,422.416,496.442,124.315,"30110",Dong-gu,悼备
36.405,127.505,421.044,502.587,120.89,420.884,500.873,120.783,"30110",Dong-gu,悼备
36.405,127.524,423.089,503.853,121.371,423.022,503.696,121.307,"30110",Dong-gu,悼备
36.404,127.543,420.049,501.51,120.223,419.999,501.51,120.173,"30110",Dong-gu,悼备
36.391,127.296,424.486,497.243,127.697,424.287,496.163,127.535,"30200",Yuseong-gu,蜡己备
36.391,127.315,422.556,495.709,126.724,422.388,494.624,126.593,"30200",Yuseong-gu,蜡己备
36.391,127.334,419.77,491.726,126.046,419.659,490.566,125.973,"30200",Yuseong-gu,蜡己备
36.391,127.353,416.009,486.486,124.996,415.894,485.447,124.913,"30200",Yuseong-gu,蜡己备
36.391,127.372,419.472,491.014,125.823,419.432,490.806,125.787,"30200",Yuseong-gu,蜡己备
36.39,127.391,419.672,490.345,124.92,419.608,490.189,124.859,"30200",Yuseong-gu,蜡己备
36.39,127.41,417.573,488.458,124.359,417.454,488.21,124.246,"30200",Yuseong-gu,蜡己备
36.39,127.429,420.094,493.667,124.532,419.934,493.667,124.372,"30230",Daedeok-gu,措傣备
36.39,127.448,415.855,489.392,122.736,415.837,489.392,122.718,"30230",Daedeok-gu,措傣备
36.39,127.467,418.382,492.59,123.748,418.268,491.299,123.673,"30110",Dong-gu,悼备
36.39,127.486,420.538,494.639,124.238,420.408,493.383,124.144,"30110",Dong-gu,悼备
36.389,127.505,424.052,504.953,121.865,423.87,503.308,121.732,"30110",Dong-gu,悼备
36.389,127.524,422.814,503.789,121.366,422.738,503.599,121.293,"30110",Dong-gu,悼备
36.376,127.296,420.861,493.309,126.057,420.465,490.765,125.818,"30200",Yuseong-gu,蜡己备
36.376,127.314,419.42,491.611,125.703,419.259,490.305,125.585,"30200",Yuseong-gu,蜡己备
36.376,127.334,418.138,489.156,125.404,418.008,487.832,125.319,"30200",Yuseong-gu,蜡己备
36.375,127.353,417.705,488.297,125.078,417.617,487.445,125.015,"30200",Yuseong-gu,蜡己备
36.375,127.371,416.147,487.557,123.947,416.055,486.799,123.877,"30200",Yuseong-gu,蜡己备
36.375,127.391,415.436,486.659,123.35,415.357,486.393,123.276,"30200",Yuseong-gu,蜡己备
36.375,127.41,417.982,489.298,124.387,417.879,489.09,124.288,"30230",Daedeok-gu,措傣备
36.375,127.428,419.194,492.794,123.845,418.954,492.767,123.606,"30230",Daedeok-gu,措傣备
36.375,127.448,414.906,488.077,123.199,414.832,488.077,123.125,"30230",Daedeok-gu,措傣备
36.374,127.466,418.004,490.184,124.326,417.841,488.745,124.205,"30110",Dong-gu,悼备
36.374,127.485,415.71,487.923,123.451,415.408,486.354,123.198,"30110",Dong-gu,悼备
36.374,127.504,423.096,504.459,121.525,422.912,503.973,121.351,"30110",Dong-gu,悼备
36.374,127.523,425.929,508.414,122.121,425.817,508.414,122.009,"30110",Dong-gu,悼备
36.361,127.276,420.129,491.476,126.832,420.039,490.678,126.763,"30200",Yuseong-gu,蜡己备
36.36,127.295,415.977,488.016,124.532,415.693,486.603,124.294,"30200",Yuseong-gu,蜡己备
36.36,127.314,414.422,485.797,124.58,414.254,484.511,124.455,"30200",Yuseong-gu,蜡己备
36.36,127.333,417.603,487.875,125.101,417.475,486.636,125.013,"30200",Yuseong-gu,蜡己备
36.36,127.352,416.91,487.286,124.578,416.818,486.44,124.511,"30200",Yuseong-gu,蜡己备
36.36,127.371,419.628,490.02,125.287,419.563,489.778,125.228,"30170",Seo-gu,辑备
36.36,127.39,419.666,491.065,124.932,419.598,490.809,124.87,"30170",Seo-gu,辑备
36.36,127.409,419.761,491.628,125.023,419.677,491.37,124.945,"30230",Daedeok-gu,措傣备
36.359,127.428,418.975,490.868,124.281,418.834,490.661,124.144,"30230",Daedeok-gu,措傣备
36.359,127.447,418.958,491.663,125.083,418.782,491.638,124.907,"30230",Daedeok-gu,措傣备
36.359,127.466,420.581,493.492,125.352,420.548,493.492,125.319,"30110",Dong-gu,悼备
36.359,127.485,420.1,492.274,124.773,419.824,490.68,124.545,"30110",Dong-gu,悼备
36.359,127.504,425.555,505.926,122.128,425.45,505.627,122.029,"30110",Dong-gu,悼备
36.345,127.295,412.851,482.923,124.336,412.519,480.985,124.096,"30200",Yuseong-gu,蜡己备
36.345,127.314,417.453,488.421,125.959,417.269,487.137,125.818,"30200",Yuseong-gu,蜡己备
36.345,127.333,417.868,489.903,125.686,417.745,488.622,125.605,"30200",Yuseong-gu,蜡己备
36.345,127.352,416.425,486.248,124.853,416.318,485.023,124.786,"30170",Seo-gu,辑备
36.345,127.371,417.666,487.549,124.708,417.607,486.798,124.671,"30170",Seo-gu,辑备
36.344,127.39,419.563,490.275,124.971,419.476,489.505,124.906,"30170",Seo-gu,辑备
36.344,127.409,420.126,491.844,125.459,420.044,491.559,125.384,"30140",Jung-gu,吝备
36.344,127.428,420.99,491.04,125.702,420.886,490.782,125.604,"30110",Dong-gu,悼备
36.344,127.447,418.347,490.231,124.734,418.204,490.023,124.595,"30110",Dong-gu,悼备
36.344,127.466,419.552,492.235,125.098,419.508,492.235,125.054,"30110",Dong-gu,悼备
36.344,127.485,420.541,492.689,124.767,420.415,492.189,124.651,"30110",Dong-gu,悼备
36.343,127.504,424.262,505.539,121.095,424.188,505.539,121.021,"30110",Dong-gu,悼备
36.33,127.276,413.424,484.083,124.666,413.369,484.083,124.611,"30200",Yuseong-gu,蜡己备
36.33,127.295,414.547,485.661,125.113,414.292,484.268,124.904,"30200",Yuseong-gu,蜡己备
36.33,127.314,416.979,487.925,125.696,416.707,486.13,125.513,"30200",Yuseong-gu,蜡己备
36.329,127.333,417.901,489.593,126.177,417.785,488.333,126.103,"30200",Yuseong-gu,蜡己备
36.329,127.352,417.215,487.212,124.985,417.118,486,124.927,"30170",Seo-gu,辑备
36.329,127.371,417.675,487.604,124.841,417.632,487.366,124.803,"30170",Seo-gu,辑备
36.329,127.39,417.133,488.198,123.938,417.042,487.913,123.854,"30170",Seo-gu,辑备
36.329,127.409,414.768,484.972,123.398,414.683,484.762,123.317,"30140",Jung-gu,吝备
36.329,127.428,420.587,492.123,125.484,420.474,492.098,125.372,"30140",Jung-gu,吝备
36.329,127.447,420.411,492.541,125.407,420.28,492.541,125.275,"30110",Dong-gu,悼备
36.328,127.466,420.739,492.934,125.54,420.6,492.934,125.401,"30110",Dong-gu,悼备
36.328,127.485,416.132,487.519,123.203,416.036,487.519,123.107,"30110",Dong-gu,悼备
36.314,127.276,406.488,475.7,121.186,406.393,475.7,121.091,"30200",Yuseong-gu,蜡己备
36.314,127.295,409.771,477.741,123.279,409.582,476.739,123.118,"30200",Yuseong-gu,蜡己备
36.314,127.314,407.13,475.201,122.089,406.934,473.855,121.938,"30200",Yuseong-gu,蜡己备
36.314,127.333,419.873,488.917,127.009,419.797,488.128,126.955,"30200",Yuseong-gu,蜡己备
36.314,127.352,415.929,484.985,125.372,415.874,484.732,125.322,"30170",Seo-gu,辑备
36.314,127.371,418.835,487.772,125.858,418.794,487.746,125.817,"30170",Seo-gu,辑备
36.314,127.39,419.624,490.19,125.034,419.513,490.022,124.926,"30140",Jung-gu,吝备
36.314,127.409,420.571,491.938,125.555,420.381,491.938,125.365,"30140",Jung-gu,吝备
36.313,127.428,426.009,497.516,127.112,425.76,497.516,126.863,"30140",Jung-gu,吝备
36.313,127.447,423.459,494.968,125.985,423.221,494.968,125.747,"30110",Dong-gu,悼备
36.313,127.466,419.024,489.312,124.994,418.706,489.312,124.676,"30110",Dong-gu,悼备
36.313,127.485,418.573,489.313,124.299,418.368,489.313,124.094,"30110",Dong-gu,悼备
36.299,127.276,405.611,474.126,121.155,405.55,474.126,121.094,"30200",Yuseong-gu,蜡己备
36.299,127.295,403.205,471.67,120.432,403.113,471.352,120.346,"30200",Yuseong-gu,蜡己备
36.299,127.314,408.097,475.835,122.754,408.013,475.587,122.676,"30200",Yuseong-gu,蜡己备
36.299,127.333,410.488,478.745,124.004,410.422,478.584,123.942,"30170",Seo-gu,辑备
36.299,127.352,419.704,488.731,126.192,419.656,488.731,126.144,"30170",Seo-gu,辑备
36.298,127.371,417.639,486.133,125.299,417.584,486.133,125.245,"30170",Seo-gu,辑备
36.298,127.39,416.177,483.464,124.942,416.091,483.464,124.855,"30140",Jung-gu,吝备
36.298,127.409,423.154,494.022,126.438,423.053,494.022,126.336,"30140",Jung-gu,吝备
36.298,127.427,422.207,493.603,125.878,422.159,493.603,125.83,"30140",Jung-gu,吝备
36.298,127.446,420.769,492.154,124.678,420.273,489.416,124.35,"30140",Jung-gu,吝备
36.298,127.465,418.126,488.686,124.324,417.827,487.918,124.046,"30110",Dong-gu,悼备
36.298,127.484,417.744,488.786,124.289,417.66,488.786,124.205,"30110",Dong-gu,悼备
36.284,127.257,403.496,471.322,121.264,403.401,470.957,121.178,"30200",Yuseong-gu,蜡己备
36.284,127.276,406.307,474.828,121.667,406.257,474.713,121.619,"30200",Yuseong-gu,蜡己备
36.284,127.295,405.062,473.8,121.404,405.031,473.8,121.372,"30200",Yuseong-gu,蜡己备
36.284,127.313,410.01,477.9,123.32,409.967,477.9,123.277,"30200",Yuseong-gu,蜡己备
36.283,127.332,412.881,481.351,124.561,412.842,481.351,124.522,"30170",Seo-gu,辑备
36.283,127.351,416.302,485.969,125.298,416.239,485.969,125.234,"30170",Seo-gu,辑备
36.283,127.37,420.376,490.644,125.679,420.311,490.644,125.614,"30140",Jung-gu,吝备
36.283,127.389,419.078,486.509,125.941,419.025,486.509,125.887,"30140",Jung-gu,吝备
36.283,127.408,422.74,492.81,126.47,422.647,492.81,126.377,"30140",Jung-gu,吝备
36.283,127.427,418.776,488.738,125.162,418.721,488.738,125.107,"30140",Jung-gu,吝备
36.283,127.446,416.123,487.084,123.347,415.817,485.7,123.085,"30110",Dong-gu,悼备
36.282,127.465,415.505,485.836,123.89,415.047,485.071,123.453,"30110",Dong-gu,悼备
36.282,127.484,418.218,489.392,124.394,417.942,489.392,124.119,"30110",Dong-gu,悼备
36.268,127.294,408.398,477.391,122.112,408.356,477.391,122.071,"30200",Yuseong-gu,蜡己备
36.268,127.313,413.362,483.172,124.059,413.325,483.172,124.022,"30170",Seo-gu,辑备
36.268,127.332,413.57,483.334,124.585,413.508,483.135,124.527,"30170",Seo-gu,辑备
36.268,127.351,419.612,490.731,126.418,419.56,490.731,126.366,"30170",Seo-gu,辑备
36.268,127.389,419.503,490.077,125.702,419.357,489.003,125.588,"30140",Jung-gu,吝备
36.267,127.408,415.166,485.477,124.353,415.02,485.477,124.208,"30140",Jung-gu,吝备
36.267,127.427,415.492,484.625,123.977,415.458,484.624,123.943,"30140",Jung-gu,吝备
36.267,127.446,415.469,485.326,123.838,415.385,485.326,123.754,"30110",Dong-gu,悼备
36.267,127.465,414.024,485.223,123.845,413.866,484.458,123.707,"30110",Dong-gu,悼备
36.267,127.484,412.501,484.753,122.446,412.39,484.753,122.335,"30110",Dong-gu,悼备
36.253,127.294,406.925,474.505,122.378,406.892,474.505,122.345,"30170",Seo-gu,辑备
36.253,127.313,412.903,482.229,124.319,412.78,481.439,124.219,"30170",Seo-gu,辑备
36.253,127.332,417.678,487.56,125.555,417.618,487.56,125.495,"30170",Seo-gu,辑备
36.253,127.351,417.678,487.848,125.865,417.621,487.848,125.808,"30170",Seo-gu,辑备
36.252,127.389,419.685,489.699,126.596,419.604,489.699,126.515,"30140",Jung-gu,吝备
36.252,127.408,415.374,484.655,124.609,415.186,484.63,124.422,"30140",Jung-gu,吝备
36.252,127.427,418.344,488.338,124.898,418.292,488.338,124.846,"30140",Jung-gu,吝备
36.252,127.446,419.15,488.596,125.303,419.111,488.596,125.264,"30110",Dong-gu,悼备
36.252,127.465,413.606,484.471,123.422,413.467,483.581,123.307,"30110",Dong-gu,悼备
36.251,127.484,411.722,483.532,122.728,411.646,483.532,122.652,"30110",Dong-gu,悼备
36.238,127.294,411.266,479.129,123.871,411.234,479.129,123.84,"30170",Seo-gu,辑备
36.237,127.313,421.516,490.777,127.527,421.423,490.473,127.441,"30170",Seo-gu,辑备
36.237,127.332,421.087,490.456,127.143,421.033,490.456,127.089,"30170",Seo-gu,辑备
36.237,127.351,416.326,486.507,124.539,416.274,486.507,124.488,"30170",Seo-gu,辑备
36.237,127.389,422.63,492.738,126.781,422.598,492.738,126.749,"30140",Jung-gu,吝备
36.237,127.408,413.719,484.396,123.909,413.647,484.154,123.843,"30140",Jung-gu,吝备
36.237,127.427,414.545,485.636,124.355,414.522,485.636,124.331,"30140",Jung-gu,吝备
36.236,127.446,415.562,485.172,124.191,415.541,485.172,124.171,"30110",Dong-gu,悼备
36.236,127.465,412.749,483.826,122.708,412.673,483.627,122.636,"30110",Dong-gu,悼备
36.236,127.483,415.756,487.287,123.981,415.717,487.287,123.942,"30110",Dong-gu,悼备
36.222,127.332,419.757,488.555,126.857,419.714,488.555,126.814,"30170",Seo-gu,辑备
36.222,127.351,417.25,486.074,126.385,417.226,486.074,126.361,"30170",Seo-gu,辑备
36.221,127.408,415.7,485.802,124.056,415.688,485.802,124.045,"30140",Jung-gu,吝备
36.221,127.426,415.385,485.605,124.382,415.375,485.605,124.372,"30110",Dong-gu,悼备
36.221,127.445,411.27,481.642,122.914,411.186,481.494,122.833,"30110",Dong-gu,悼备
36.221,127.464,408.828,478.463,122.008,408.813,478.463,121.994,"30110",Dong-gu,悼备
36.207,127.332,418.545,486.78,126.413,418.521,486.78,126.389,"30170",Seo-gu,辑备
36.206,127.426,412.03,482.312,123.019,412.019,482.312,123.008,"30110",Dong-gu,悼备
36.206,127.445,412.031,482.548,122.925,412.016,482.548,122.91,"30110",Dong-gu,悼备
