困档,版档,穿利 傈玫老荤樊,穿利 流崔老荤樊,穿利 魂鄂老荤樊,穿利 傈玫老荤樊(瘤屈),穿利 流崔老荤樊(瘤屈),穿利 魂鄂老荤樊(瘤屈),SIG_CD,SIG_ENG_NM,SIG_KOR_NM
36.376,127.334,233.249,407.222,69.907,233.181,406.505,69.859,"30200",Yuseong-gu,蜡己备
36.375,127.353,232.755,406.123,69.799,232.7,405.408,69.764,"30200",Yuseong-gu,蜡己备
36.375,127.371,232.594,406.676,69.558,232.542,406.172,69.518,"30200",Yuseong-gu,蜡己备
36.375,127.391,232.933,406.689,69.078,232.89,406.601,69.037,"30200",Yuseong-gu,蜡己备
36.375,127.41,234.012,408.225,69.274,233.957,408.225,69.219,"30230",Daedeok-gu,措傣备
36.375,127.428,236.959,412.509,69.827,236.825,412.509,69.692,"30230",Daedeok-gu,措傣备
36.375,127.448,239.865,416.35,70.982,239.823,416.35,70.94,"30230",Daedeok-gu,措傣备
36.374,127.466,235.745,410.826,69.466,235.648,409.831,69.398,"30110",Dong-gu,悼备
36.374,127.485,235.952,411.753,69.878,235.759,410.276,69.734,"30110",Dong-gu,悼备
36.374,127.504,235.067,415.277,68.291,234.951,414.62,68.193,"30110",Dong-gu,悼备
36.374,127.523,235.353,416.918,68.201,235.291,416.918,68.139,"30110",Dong-gu,悼备
36.361,127.276,231.263,403.583,69.244,231.219,403.3,69.206,"30200",Yuseong-gu,蜡己备
36.36,127.295,228.165,399.647,67.96,227.952,397.577,67.83,"30200",Yuseong-gu,蜡己备
36.36,127.314,234.279,410.154,69.404,234.127,408.097,69.335,"30200",Yuseong-gu,蜡己备
36.36,127.333,241.317,420.788,71.964,241.219,419.397,71.913,"30200",Yuseong-gu,蜡己备
36.36,127.352,236.909,413.145,70.832,236.839,412.121,70.793,"30200",Yuseong-gu,蜡己备
36.36,127.371,239.028,415.826,70.954,238.981,415.323,70.921,"30170",Seo-gu,辑备
36.36,127.39,229.836,401.928,68.158,229.801,401.88,68.124,"30170",Seo-gu,辑备
36.36,127.409,232.156,402.917,68.966,232.113,402.917,68.923,"30230",Daedeok-gu,措傣备
36.359,127.428,233.544,404.124,69.264,233.468,404.124,69.188,"30230",Daedeok-gu,措傣备
36.359,127.447,235.059,409.31,69.632,234.961,409.31,69.534,"30230",Daedeok-gu,措傣备
36.359,127.466,236.597,412.834,70.289,236.579,412.834,70.271,"30110",Dong-gu,悼备
36.359,127.485,234.524,407.961,69.265,234.333,406.249,69.139,"30110",Dong-gu,悼备
36.359,127.504,237.687,418.972,68.574,237.631,418.972,68.519,"30110",Dong-gu,悼备
36.345,127.295,230.121,402.155,68.535,229.904,400.083,68.403,"30200",Yuseong-gu,蜡己备
36.345,127.314,236.603,413.133,70.663,236.44,411.07,70.584,"30200",Yuseong-gu,蜡己备
36.345,127.333,233.733,408.021,70.083,233.64,406.628,70.038,"30200",Yuseong-gu,蜡己备
36.345,127.352,243.157,422.778,72.513,243.105,422.273,72.474,"30170",Seo-gu,辑备
36.345,127.371,239.246,418.826,71.447,239.225,418.826,71.426,"30170",Seo-gu,辑备
36.344,127.39,229.058,399.383,68.207,229.022,399.335,68.172,"30170",Seo-gu,辑备
36.344,127.409,227.585,395.664,67.87,227.545,395.664,67.829,"30140",Jung-gu,吝备
36.344,127.428,232.055,402.28,69.162,232.001,402.28,69.108,"30110",Dong-gu,悼备
36.344,127.447,234.673,408.7,69.396,234.596,408.7,69.319,"30110",Dong-gu,悼备
36.344,127.466,239.696,417.564,71.241,239.671,417.564,71.216,"30110",Dong-gu,悼备
36.344,127.485,233.718,405.835,69.473,233.652,405.749,69.408,"30110",Dong-gu,悼备
36.343,127.504,237.63,419.682,68.515,237.588,419.682,68.473,"30110",Dong-gu,悼备
36.33,127.276,235.683,410.016,70.308,235.652,410.016,70.277,"30200",Yuseong-gu,蜡己备
36.33,127.295,236.045,413.639,70.255,235.844,411.602,70.138,"30200",Yuseong-gu,蜡己备
36.33,127.314,234.367,409.786,69.906,234.181,407.719,69.804,"30200",Yuseong-gu,蜡己备
36.329,127.333,231.852,405.242,69.44,231.797,404.733,69.4,"30200",Yuseong-gu,蜡己备
36.329,127.352,234.768,407.473,70.396,234.735,407.473,70.364,"30170",Seo-gu,辑备
36.329,127.371,235.231,408.941,70.105,235.21,408.941,70.084,"30170",Seo-gu,辑备
36.329,127.39,231.413,403.503,69.297,231.365,403.454,69.25,"30170",Seo-gu,辑备
36.329,127.409,229.988,399.761,68.685,229.943,399.761,68.64,"30140",Jung-gu,吝备
36.329,127.428,235.578,407.182,70.073,235.515,407.182,70.01,"30140",Jung-gu,吝备
36.329,127.447,236.651,412.477,69.903,236.577,412.477,69.83,"30110",Dong-gu,悼备
36.328,127.466,233.869,408.205,69.342,233.793,408.205,69.265,"30110",Dong-gu,悼备
36.328,127.485,233.144,404.958,69.631,233.09,404.958,69.577,"30110",Dong-gu,悼备
36.314,127.276,235.08,408.639,69.449,235.025,408.639,69.395,"30200",Yuseong-gu,蜡己备
36.314,127.295,229.308,398.963,68.57,229.198,398.282,68.481,"30200",Yuseong-gu,蜡己备
36.314,127.314,233.631,406.436,70.05,233.46,404.364,69.963,"30200",Yuseong-gu,蜡己备
36.314,127.333,238.269,415.013,71.115,238.238,415.013,71.084,"30200",Yuseong-gu,蜡己备
36.314,127.352,236.347,410.972,70.799,236.319,410.972,70.771,"30170",Seo-gu,辑备
36.314,127.371,232.811,405.055,69.605,232.789,405.055,69.582,"30170",Seo-gu,辑备
36.314,127.39,232.872,405.199,69.425,232.812,405.199,69.365,"30140",Jung-gu,吝备
36.314,127.409,236.336,411.073,70.364,236.23,411.073,70.257,"30140",Jung-gu,吝备
36.313,127.428,233.77,406.098,69.665,233.633,406.051,69.529,"30140",Jung-gu,吝备
36.313,127.447,234.512,407.03,69.836,234.367,406.534,69.704,"30110",Dong-gu,悼备
36.313,127.466,235.51,410.347,69.619,235.288,409.001,69.442,"30110",Dong-gu,悼备
36.313,127.485,235.769,411.272,69.858,235.654,411.272,69.743,"30110",Dong-gu,悼备
36.299,127.276,230.069,401.307,68.124,230.035,401.307,68.089,"30200",Yuseong-gu,蜡己备
36.299,127.295,233.169,404.599,68.803,233.119,404.556,68.754,"30200",Yuseong-gu,蜡己备
36.299,127.314,231.668,402.109,69.319,231.623,402.059,69.275,"30200",Yuseong-gu,蜡己备
36.299,127.333,234.781,408.896,70.146,234.745,408.846,70.111,"30170",Seo-gu,辑备
36.299,127.352,239.794,418.728,71.624,239.766,418.679,71.597,"30170",Seo-gu,辑备
36.298,127.371,234.977,408.789,69.751,234.947,408.789,69.721,"30170",Seo-gu,辑备
36.298,127.39,237.789,415.028,70.79,237.74,415.028,70.741,"30140",Jung-gu,吝备
36.298,127.409,241.886,421.596,71.775,241.828,421.596,71.718,"30140",Jung-gu,吝备
36.298,127.427,241.515,418.466,72.064,241.488,418.466,72.036,"30140",Jung-gu,吝备
36.298,127.446,239.775,416.454,71.301,239.518,414.62,71.113,"30140",Jung-gu,吝备
36.298,127.465,235.218,409.499,69.935,235.062,409.499,69.778,"30110",Dong-gu,悼备
36.298,127.484,235.261,411.958,69.76,235.214,411.958,69.713,"30110",Dong-gu,悼备
36.284,127.257,232.63,406.227,68.8,232.581,406.227,68.751,"30200",Yuseong-gu,蜡己备
36.284,127.276,231.416,404.077,68.689,231.389,404.077,68.662,"30200",Yuseong-gu,蜡己备
36.284,127.295,233.814,408.213,69.137,233.796,408.213,69.118,"30200",Yuseong-gu,蜡己备
36.284,127.313,231.259,403.605,68.852,231.234,403.605,68.827,"30200",Yuseong-gu,蜡己备
36.283,127.332,234.829,411.391,69.734,234.807,411.391,69.712,"30170",Seo-gu,辑备
36.283,127.351,244.006,423.349,72.537,243.97,423.349,72.501,"30170",Seo-gu,辑备
36.283,127.37,246.912,429.75,72.989,246.874,429.75,72.951,"30140",Jung-gu,吝备
36.283,127.389,243.041,421.876,71.953,243.009,421.827,71.923,"30140",Jung-gu,吝备
36.283,127.408,242.648,420.931,72.259,242.595,420.931,72.206,"30140",Jung-gu,吝备
36.283,127.427,246.277,426.881,73.25,246.245,426.881,73.218,"30140",Jung-gu,吝备
36.283,127.446,245.628,424.622,73.103,245.433,423.376,72.948,"30110",Dong-gu,悼备
36.282,127.465,242.499,420.031,71.925,242.233,419.538,71.672,"30110",Dong-gu,悼备
36.282,127.484,235.316,410.802,69.874,235.161,410.802,69.719,"30110",Dong-gu,悼备
36.268,127.294,233.823,407.464,68.79,233.8,407.464,68.767,"30200",Yuseong-gu,蜡己备
36.268,127.313,229.39,397.816,67.754,229.369,397.816,67.734,"30170",Seo-gu,辑备
36.268,127.332,230.77,403.379,68.402,230.738,403.379,68.371,"30170",Seo-gu,辑备
36.268,127.351,242.768,420.205,72.32,242.738,420.205,72.29,"30170",Seo-gu,辑备
36.268,127.389,241.213,416.886,71.281,241.128,416.169,71.217,"30140",Jung-gu,吝备
36.267,127.408,241.83,417.554,71.707,241.745,417.505,71.623,"30140",Jung-gu,吝备
36.267,127.427,245.185,422.676,73.259,245.165,422.676,73.239,"30140",Jung-gu,吝备
36.267,127.446,245.475,423.382,73.401,245.425,423.382,73.351,"30110",Dong-gu,悼备
36.267,127.465,235.374,407.212,70.193,235.29,406.939,70.115,"30110",Dong-gu,悼备
36.267,127.484,230.318,400.909,68.417,230.256,400.909,68.354,"30110",Dong-gu,悼备
36.253,127.294,235.168,409.296,69.612,235.148,409.235,69.593,"30170",Seo-gu,辑备
36.253,127.313,230.584,400.325,68.476,230.522,400.044,68.42,"30170",Seo-gu,辑备
36.253,127.332,233.655,407.419,69.254,233.622,407.419,69.221,"30170",Seo-gu,辑备
36.253,127.351,235.516,409.402,69.839,235.484,409.402,69.807,"30170",Seo-gu,辑备
36.252,127.389,234.388,404.494,69.174,234.344,404.494,69.13,"30140",Jung-gu,吝备
36.252,127.408,240.915,415.533,71.521,240.807,415.484,71.414,"30140",Jung-gu,吝备
36.252,127.427,244.371,419.481,73.073,244.34,419.481,73.043,"30140",Jung-gu,吝备
36.252,127.446,246.856,425.322,73.544,246.833,425.322,73.521,"30110",Dong-gu,悼备
36.252,127.465,235.732,407.075,70.43,235.654,406.581,70.365,"30110",Dong-gu,悼备
36.251,127.484,234.276,407.226,69.719,234.232,407.226,69.676,"30110",Dong-gu,悼备
36.238,127.294,243.246,420.686,72.362,243.227,420.626,72.343,"30170",Seo-gu,辑备
36.237,127.313,232.544,401.9,69.297,232.491,401.669,69.25,"30170",Seo-gu,辑备
36.237,127.332,236.194,409.904,69.92,236.165,409.904,69.891,"30170",Seo-gu,辑备
36.237,127.351,240.069,417.157,70.922,240.039,417.106,70.892,"30170",Seo-gu,辑备
36.237,127.389,235.297,408.699,69.273,235.28,408.699,69.256,"30140",Jung-gu,吝备
36.237,127.408,233.956,405.385,69.094,233.918,405.343,69.057,"30140",Jung-gu,吝备
36.237,127.427,237.295,409.107,70.441,237.282,409.107,70.428,"30140",Jung-gu,吝备
36.236,127.446,242.78,417.57,72.19,242.768,417.57,72.178,"30110",Dong-gu,悼备
36.236,127.465,235.624,405.761,70.202,235.582,405.713,70.161,"30110",Dong-gu,悼备
36.236,127.483,233.644,403.658,69.339,233.622,403.658,69.317,"30110",Dong-gu,悼备
36.222,127.332,238.795,414.956,70.189,238.771,414.956,70.165,"30170",Seo-gu,辑备
36.222,127.351,241.939,419.495,71.397,241.925,419.495,71.383,"30170",Seo-gu,辑备
36.221,127.408,231.731,399.079,68.885,231.724,399.079,68.879,"30140",Jung-gu,吝备
36.221,127.426,233.19,400.607,69.374,233.184,400.607,69.368,"30110",Dong-gu,悼备
36.221,127.445,229.345,396.778,68.603,229.299,396.729,68.558,"30110",Dong-gu,悼备
36.221,127.464,233.625,404.402,69.807,233.617,404.402,69.799,"30110",Dong-gu,悼备
36.207,127.332,240.036,416.64,71.406,240.023,416.64,71.393,"30170",Seo-gu,辑备
36.206,127.426,232.684,401.921,69.254,232.678,401.921,69.248,"30110",Dong-gu,悼备
36.206,127.445,232.914,402.456,69.575,232.906,402.456,69.566,"30110",Dong-gu,悼备
