困档,版档,穿利 傈玫老荤樊,穿利 流崔老荤樊,穿利 魂鄂老荤樊,穿利 傈玫老荤樊(瘤屈),穿利 流崔老荤樊(瘤屈),穿利 魂鄂老荤樊(瘤屈),SIG_CD,SIG_ENG_NM,SIG_KOR_NM
36.375,127.448,198.33,374.709,53.681,198.297,374.709,53.649,"30230",Daedeok-gu,措傣备
36.374,127.466,197.26,371.405,53.145,197.208,371.405,53.093,"30110",Dong-gu,悼备
36.374,127.485,198.283,372.814,53.289,198.174,372.814,53.18,"30110",Dong-gu,悼备
36.374,127.504,201.855,384.792,53.101,201.778,384.726,53.025,"30110",Dong-gu,悼备
36.374,127.523,203.812,388.49,53.842,203.762,388.49,53.793,"30110",Dong-gu,悼备
36.361,127.276,198.097,369.604,55.568,198.067,369.604,55.538,"30200",Yuseong-gu,蜡己备
36.36,127.295,198.166,369.723,55.051,198.061,369.723,54.946,"30200",Yuseong-gu,蜡己备
36.36,127.314,196.695,370.604,54.541,196.64,370.604,54.486,"30200",Yuseong-gu,蜡己备
36.36,127.333,197.172,370.695,54.647,197.133,370.695,54.609,"30200",Yuseong-gu,蜡己备
36.36,127.352,196.163,369.494,53.935,196.134,369.494,53.906,"30200",Yuseong-gu,蜡己备
36.36,127.371,195.409,367.882,53.333,195.384,367.882,53.308,"30170",Seo-gu,辑备
36.36,127.39,197.985,373.286,54.192,197.959,373.286,54.166,"30170",Seo-gu,辑备
36.36,127.409,197.636,373.38,54.442,197.601,373.38,54.408,"30230",Daedeok-gu,措傣备
36.359,127.428,198.853,376.608,54.665,198.792,376.608,54.605,"30230",Daedeok-gu,措傣备
36.359,127.447,195.484,368.165,53.094,195.41,368.165,53.019,"30230",Daedeok-gu,措傣备
36.359,127.466,196.303,369.71,53.245,196.289,369.71,53.231,"30110",Dong-gu,悼备
36.359,127.485,198.115,372.829,53.727,198.017,372.829,53.629,"30110",Dong-gu,悼备
36.359,127.504,202.575,386.775,53.203,202.532,386.775,53.159,"30110",Dong-gu,悼备
36.345,127.295,199.498,371.558,55.908,199.39,371.558,55.8,"30200",Yuseong-gu,蜡己备
36.345,127.314,201.745,376.289,56.643,201.681,376.289,56.58,"30200",Yuseong-gu,蜡己备
36.345,127.333,200.104,374.547,55.669,200.068,374.547,55.633,"30200",Yuseong-gu,蜡己备
36.345,127.352,198.385,373.13,54.613,198.356,373.13,54.583,"30170",Seo-gu,辑备
36.345,127.371,196.023,369.123,53.845,196.007,369.123,53.829,"30170",Seo-gu,辑备
36.344,127.39,197.259,374.127,53.736,197.231,374.127,53.708,"30170",Seo-gu,辑备
36.344,127.409,198.184,373.94,54.788,198.151,373.94,54.755,"30140",Jung-gu,吝备
36.344,127.428,197.926,373.295,54.905,197.883,373.295,54.862,"30110",Dong-gu,悼备
36.344,127.447,199.283,374.128,54.673,199.222,374.128,54.612,"30110",Dong-gu,悼备
36.344,127.466,197.306,371.017,53.691,197.287,371.017,53.672,"30110",Dong-gu,悼备
36.344,127.485,196.405,368.148,53.531,196.356,368.148,53.482,"30110",Dong-gu,悼备
36.343,127.504,200.37,382.105,52.767,200.338,382.105,52.735,"30110",Dong-gu,悼备
36.33,127.276,197.742,369.124,55.207,197.717,369.124,55.182,"30200",Yuseong-gu,蜡己备
36.33,127.295,198.687,371.029,55.561,198.594,371.029,55.468,"30200",Yuseong-gu,蜡己备
36.33,127.314,198.606,370.732,55.725,198.524,370.732,55.644,"30200",Yuseong-gu,蜡己备
36.329,127.333,205.437,382.345,57.308,205.404,382.345,57.274,"30200",Yuseong-gu,蜡己备
36.329,127.352,196.094,368.071,54.198,196.069,368.071,54.173,"30170",Seo-gu,辑备
36.329,127.371,198.406,372.597,54.799,198.389,372.597,54.782,"30170",Seo-gu,辑备
36.329,127.39,201.052,380.102,55.319,201.014,380.102,55.281,"30170",Seo-gu,辑备
36.329,127.409,204.988,386.001,56.596,204.951,386.001,56.559,"30140",Jung-gu,吝备
36.329,127.428,203.39,382.744,56.366,203.339,382.744,56.316,"30140",Jung-gu,吝备
36.329,127.447,199.706,372.995,54.52,199.649,372.995,54.463,"30110",Dong-gu,悼备
36.328,127.466,197.172,369.304,54.053,197.113,369.304,53.993,"30110",Dong-gu,悼备
36.328,127.485,197.598,369.695,54.264,197.555,369.643,54.222,"30110",Dong-gu,悼备
36.314,127.276,195.263,364.828,54.735,195.22,364.828,54.692,"30200",Yuseong-gu,蜡己备
36.314,127.295,195.041,365.993,54.305,194.97,365.993,54.234,"30200",Yuseong-gu,蜡己备
36.314,127.314,195.817,367.452,54.577,195.75,367.452,54.509,"30200",Yuseong-gu,蜡己备
36.314,127.333,199.093,371.081,55.972,199.069,371.081,55.948,"30200",Yuseong-gu,蜡己备
36.314,127.352,198.748,371.659,55.473,198.726,371.659,55.451,"30170",Seo-gu,辑备
36.314,127.371,201.284,377.312,56.034,201.266,377.312,56.016,"30170",Seo-gu,辑备
36.314,127.39,200.272,375.898,55.892,200.223,375.898,55.844,"30140",Jung-gu,吝备
36.314,127.409,202.519,380.648,56.13,202.435,380.648,56.045,"30140",Jung-gu,吝备
36.313,127.428,205.333,384.214,57.073,205.221,384.214,56.961,"30140",Jung-gu,吝备
36.313,127.447,202.578,378.79,55.983,202.472,378.79,55.877,"30110",Dong-gu,悼备
36.313,127.466,194.206,362.757,53.064,194.07,362.706,52.929,"30110",Dong-gu,悼备
36.313,127.485,198.784,370.711,54.41,198.695,370.711,54.32,"30110",Dong-gu,悼备
36.299,127.276,192.382,358.342,54.225,192.355,358.342,54.197,"30200",Yuseong-gu,蜡己备
36.299,127.295,190.033,356.433,53.567,189.995,356.433,53.529,"30200",Yuseong-gu,蜡己备
36.299,127.314,197.767,368.874,55.736,197.732,368.874,55.7,"30200",Yuseong-gu,蜡己备
36.299,127.333,200.734,375.011,56.7,200.705,375.011,56.671,"30170",Seo-gu,辑备
36.299,127.352,202.219,374.96,56.792,202.197,374.96,56.77,"30170",Seo-gu,辑备
36.298,127.371,200.976,375.63,55.768,200.952,375.63,55.744,"30170",Seo-gu,辑备
36.298,127.39,201.904,376.926,55.99,201.865,376.926,55.951,"30140",Jung-gu,吝备
36.298,127.409,205.168,383.218,56.662,205.122,383.218,56.617,"30140",Jung-gu,吝备
36.298,127.427,207.571,385.601,57.114,207.55,385.601,57.092,"30140",Jung-gu,吝备
36.298,127.446,200.039,372.484,55.234,199.893,372.484,55.089,"30140",Jung-gu,吝备
36.298,127.465,197.381,369.37,53.872,197.261,369.37,53.752,"30110",Dong-gu,悼备
36.298,127.484,200.298,373.082,54.821,200.261,373.082,54.784,"30110",Dong-gu,悼备
36.284,127.257,200.788,370.643,56.327,200.748,370.643,56.286,"30200",Yuseong-gu,蜡己备
36.284,127.276,198.565,367.814,55.564,198.543,367.814,55.542,"30200",Yuseong-gu,蜡己备
36.284,127.295,192.257,358.907,54.186,192.242,358.907,54.172,"30200",Yuseong-gu,蜡己备
36.284,127.313,198.962,371.982,55.836,198.942,371.982,55.817,"30200",Yuseong-gu,蜡己备
36.283,127.332,202.08,377.532,57.054,202.062,377.532,57.036,"30170",Seo-gu,辑备
36.283,127.351,204.764,379.994,57.745,204.735,379.994,57.716,"30170",Seo-gu,辑备
36.283,127.37,202.187,377.179,56.225,202.157,377.179,56.195,"30140",Jung-gu,吝备
36.283,127.389,207.247,385.889,57.702,207.223,385.889,57.677,"30140",Jung-gu,吝备
36.283,127.408,209.706,387.766,58.333,209.663,387.766,58.29,"30140",Jung-gu,吝备
36.283,127.427,210.916,388.663,58.854,210.89,388.663,58.828,"30140",Jung-gu,吝备
36.283,127.446,201.385,375.274,55.393,201.266,375.224,55.275,"30110",Dong-gu,悼备
36.282,127.465,200.9,374.84,55.192,200.705,374.789,54.997,"30110",Dong-gu,悼备
36.282,127.484,200.515,373.143,55.021,200.393,373.143,54.899,"30110",Dong-gu,悼备
36.268,127.294,196.857,367.983,55.389,196.838,367.983,55.371,"30200",Yuseong-gu,蜡己备
36.268,127.313,197.633,369.77,55.572,197.616,369.77,55.555,"30170",Seo-gu,辑备
36.268,127.332,199.204,371.556,56.262,199.178,371.556,56.236,"30170",Seo-gu,辑备
36.268,127.351,209.468,386.39,59.208,209.444,386.39,59.184,"30170",Seo-gu,辑备
36.268,127.389,206.932,384.206,57.828,206.88,384.206,57.776,"30140",Jung-gu,吝备
36.267,127.408,206.575,381.305,57.918,206.507,381.305,57.85,"30140",Jung-gu,吝备
36.267,127.427,208.322,384.957,57.908,208.306,384.957,57.892,"30140",Jung-gu,吝备
36.267,127.446,203.565,378.139,56.248,203.527,378.139,56.21,"30110",Dong-gu,悼备
36.267,127.465,202.487,377.463,56.014,202.423,377.412,55.951,"30110",Dong-gu,悼备
36.267,127.484,198.549,370.033,54.742,198.499,370.033,54.692,"30110",Dong-gu,悼备
36.253,127.294,198.408,368.324,56.133,198.392,368.324,56.118,"30170",Seo-gu,辑备
36.253,127.313,202.017,372.797,57.16,201.971,372.797,57.114,"30170",Seo-gu,辑备
36.253,127.332,204.712,378.017,58.221,204.684,378.017,58.194,"30170",Seo-gu,辑备
36.253,127.351,204.833,379.36,57.823,204.807,379.36,57.797,"30170",Seo-gu,辑备
36.252,127.389,203.848,378.256,57.34,203.812,378.256,57.304,"30140",Jung-gu,吝备
36.252,127.408,201.492,373.364,56.279,201.408,373.364,56.194,"30140",Jung-gu,吝备
36.252,127.427,202.851,376.681,56.241,202.828,376.681,56.218,"30140",Jung-gu,吝备
36.252,127.446,203.522,377.954,56.639,203.504,377.954,56.622,"30110",Dong-gu,悼备
36.252,127.465,206.362,382.532,57.481,206.307,382.482,57.427,"30110",Dong-gu,悼备
36.251,127.484,207.339,385.921,57.62,207.303,385.921,57.584,"30110",Dong-gu,悼备
36.238,127.294,200.548,371.365,56.646,200.533,371.365,56.631,"30170",Seo-gu,辑备
36.237,127.313,199.612,368.444,56.587,199.574,368.444,56.549,"30170",Seo-gu,辑备
36.237,127.332,201.768,371.841,56.933,201.743,371.841,56.909,"30170",Seo-gu,辑备
36.237,127.351,204.547,380.582,57.274,204.523,380.582,57.25,"30170",Seo-gu,辑备
36.237,127.389,199.541,372.641,55.705,199.528,372.641,55.691,"30140",Jung-gu,吝备
36.237,127.408,199.886,372.279,55.613,199.856,372.279,55.583,"30140",Jung-gu,吝备
36.237,127.427,201.648,376.793,55.921,201.637,376.793,55.91,"30140",Jung-gu,吝备
36.236,127.446,201.276,374.549,55.795,201.267,374.549,55.786,"30110",Dong-gu,悼备
36.236,127.465,204.362,378.978,56.859,204.328,378.978,56.826,"30110",Dong-gu,悼备
36.236,127.483,207.183,383.719,57.522,207.165,383.719,57.504,"30110",Dong-gu,悼备
36.222,127.332,195.467,361.77,54.772,195.448,361.77,54.753,"30170",Seo-gu,辑备
36.222,127.351,198.823,369.194,55.333,198.813,369.194,55.323,"30170",Seo-gu,辑备
36.221,127.408,194.567,363.283,53.716,194.562,363.283,53.711,"30140",Jung-gu,吝备
36.221,127.426,196.045,366.135,53.868,196.041,366.135,53.863,"30110",Dong-gu,悼备
36.221,127.445,195.572,364.861,53.719,195.536,364.811,53.684,"30110",Dong-gu,悼备
36.221,127.464,195.251,365.235,53.823,195.245,365.235,53.816,"30110",Dong-gu,悼备
36.207,127.332,195.022,361.687,54.389,195.012,361.688,54.379,"30170",Seo-gu,辑备
36.206,127.426,198.194,369.009,55.146,198.189,369.009,55.141,"30110",Dong-gu,悼备
36.206,127.445,200.3,373.481,55.177,200.293,373.481,55.17,"30110",Dong-gu,悼备
