행정구역별(시군구),연령별,항목,단위,2015 년,2016 년,2017 년,2018 년,2019 년
연제구,65~69,여자,,1103,1112,1213,1241,1396
연제구,70~74,1인가구,,1423,1358,1462,1624,1816
연제구,70~74,남자,,373,350,381,411,485
연제구,70~74,여자,,1050,1008,1081,1213,1331
연제구,75~79,1인가구,,1165,1223,1270,1420,1529
연제구,75~79,남자,,262,266,269,312,324
연제구,75~79,여자,,903,957,1001,1108,1205
연제구,80~84,1인가구,,685,749,809,884,1013
연제구,80~84,남자,,101,124,166,175,196
연제구,80~84,여자,,584,625,643,709,817
연제구,85세 이상,1인가구,,366,392,432,455,553
연제구,85세 이상,남자,,62,72,75,79,96
연제구,85세 이상,여자,,304,320,357,376,457
수영구,합계,1인가구,,19824,20807,22176,23600,25233
수영구,합계,남자,,8170,8517,9087,9813,10474
수영구,합계,여자,,11654,12290,13089,13787,14759
수영구,20세 미만,1인가구,,89,88,95,86,96
수영구,20세 미만,남자,,35,40,40,31,35
수영구,20세 미만,여자,,54,48,55,55,61
수영구,20~24,1인가구,,940,1054,1106,1232,1438
수영구,20~24,남자,,319,337,335,395,471
수영구,20~24,여자,,621,717,771,837,967
수영구,25~29,1인가구,,2082,2249,2725,3239,3601
수영구,25~29,남자,,1011,1092,1311,1543,1696
수영구,25~29,여자,,1071,1157,1414,1696,1905
수영구,30~34,1인가구,,2142,2187,2303,2499,2677
수영구,30~34,남자,,1160,1170,1260,1365,1448
수영구,30~34,여자,,982,1017,1043,1134,1229
수영구,35~39,1인가구,,1568,1740,1882,2005,2010
수영구,35~39,남자,,807,911,994,1072,1106
수영구,35~39,여자,,761,829,888,933,904
수영구,40~44,1인가구,,1543,1432,1479,1486,1464
수영구,40~44,남자,,826,739,761,812,791
수영구,40~44,여자,,717,693,718,674,673
수영구,45~49,1인가구,,1467,1588,1643,1639,1767
수영구,45~49,남자,,781,822,826,825,926
수영구,45~49,여자,,686,766,817,814,841
수영구,50~54,1인가구,,1445,1448,1471,1465,1540
수영구,50~54,남자,,673,706,726,753,785
수영구,50~54,여자,,772,742,745,712,755
수영구,55~59,1인가구,,1843,1934,1915,1829,1778
수영구,55~59,남자,,730,795,760,778,748
수영구,55~59,여자,,1113,1139,1155,1051,1030
수영구,60~64,1인가구,,1704,1836,1975,2147,2337
수영구,60~64,남자,,621,643,695,742,839
수영구,60~64,여자,,1083,1193,1280,1405,1498
수영구,65~69,1인가구,,1561,1683,1778,1787,1890
수영구,65~69,남자,,468,506,545,573,583
수영구,65~69,여자,,1093,1177,1233,1214,1307
수영구,70~74,1인가구,,1248,1290,1385,1569,1702
수영구,70~74,남자,,295,320,345,396,452
수영구,70~74,여자,,953,970,1040,1173,1250
수영구,75~79,1인가구,,1088,1117,1212,1292,1425
수영구,75~79,남자,,238,240,272,282,316
수영구,75~79,여자,,850,877,940,1010,1109
수영구,80~84,1인가구,,701,739,769,865,960
수영구,80~84,남자,,130,127,136,163,180
수영구,80~84,여자,,571,612,633,702,780
수영구,85세 이상,1인가구,,403,422,438,460,548
수영구,85세 이상,남자,,76,69,81,83,98
수영구,85세 이상,여자,,327,353,357,377,450
사상구,합계,1인가구,,25413,25712,26954,27709,28858
사상구,합계,남자,,12733,12812,13517,13808,14323
사상구,합계,여자,,12680,12900,13437,13901,14535
사상구,20세 미만,1인가구,,334,397,418,442,392
사상구,20세 미만,남자,,127,150,169,205,177
사상구,20세 미만,여자,,207,247,249,237,215
사상구,20~24,1인가구,,2193,1998,1988,2145,2277
사상구,20~24,남자,,893,787,793,873,919
사상구,20~24,여자,,1300,1211,1195,1272,1358
사상구,25~29,1인가구,,1712,1667,1972,2082,2356
사상구,25~29,남자,,1046,975,1174,1201,1307
사상구,25~29,여자,,666,692,798,881,1049
사상구,30~34,1인가구,,1626,1531,1613,1496,1560
사상구,30~34,남자,,1075,1008,1100,1013,1054
사상구,30~34,여자,,551,523,513,483,506
사상구,35~39,1인가구,,1559,1493,1607,1618,1556
사상구,35~39,남자,,1030,960,1046,1064,1007
사상구,35~39,여자,,529,533,561,554,549
사상구,40~44,1인가구,,1867,1744,1625,1531,1500
사상구,40~44,남자,,1289,1192,1107,1045,1023
사상구,40~44,여자,,578,552,518,486,477
사상구,45~49,1인가구,,2291,2266,2193,2096,1983
사상구,45~49,남자,,1584,1568,1509,1421,1333
사상구,45~49,여자,,707,698,684,675,650
사상구,50~54,1인가구,,2651,2620,2550,2524,2581
사상구,50~54,남자,,1716,1734,1692,1681,1696
사상구,50~54,여자,,935,886,858,843,885
사상구,55~59,1인가구,,2828,3023,3270,3315,3341
사상구,55~59,남자,,1477,1611,1786,1827,1900
사상구,55~59,여자,,1351,1412,1484,1488,1441
사상구,60~64,1인가구,,2396,2641,2868,3158,3373
사상구,60~64,남자,,1010,1184,1277,1464,1605
사상구,60~64,여자,,1386,1457,1591,1694,1768
사상구,65~69,1인가구,,1987,2160,2348,2382,2575
사상구,65~69,남자,,676,753,834,855,968
사상구,65~69,여자,,1311,1407,1514,1527,1607
사상구,70~74,1인가구,,1586,1604,1667,1875,2105
사상구,70~74,남자,,414,448,493,569,645
사상구,70~74,여자,,1172,1156,1174,1306,1460
사상구,75~79,1인가구,,1277,1381,1528,1601,1615
사상구,75~79,남자,,248,270,335,369,407
사상구,75~79,여자,,1029,1111,1193,1232,1208
사상구,80~84,1인가구,,756,822,912,999,1128
사상구,80~84,남자,,110,128,145,165,204
사상구,80~84,여자,,646,694,767,834,924
사상구,85세 이상,1인가구,,350,365,395,445,516
사상구,85세 이상,남자,,38,44,57,56,78
사상구,85세 이상,여자,,312,321,338,389,438
기장군,합계,1인가구,,11820,12920,14350,15642,16652
기장군,합계,남자,,5509,5983,6821,7409,7984
기장군,합계,여자,,6311,6937,7529,8233,8668
기장군,20세 미만,1인가구,,37,35,54,44,50
기장군,20세 미만,남자,,17,15,32,17,35
기장군,20세 미만,여자,,20,20,22,27,15
기장군,20~24,1인가구,,272,297,363,423,450
기장군,20~24,남자,,143,148,180,217,225
기장군,20~24,여자,,129,149,183,206,225
기장군,25~29,1인가구,,747,901,1002,1110,1292
기장군,25~29,남자,,466,562,635,641,761
기장군,25~29,여자,,281,339,367,469,531
기장군,30~34,1인가구,,1047,1080,1184,1231,1346
기장군,30~34,남자,,723,750,797,808,898
기장군,30~34,여자,,324,330,387,423,448
기장군,35~39,1인가구,,1014,1097,1274,1402,1438
기장군,35~39,남자,,691,744,848,953,958
기장군,35~39,여자,,323,353,426,449,480
기장군,40~44,1인가구,,1001,1076,1137,1238,1222
기장군,40~44,남자,,600,636,720,804,800
기장군,40~44,여자,,401,440,417,434,422
기장군,45~49,1인가구,,978,1116,1199,1329,1396
기장군,45~49,남자,,599,663,711,785,822
기장군,45~49,여자,,379,453,488,544,574
기장군,50~54,1인가구,,987,1020,1114,1254,1312
기장군,50~54,남자,,504,537,633,705,748
기장군,50~54,여자,,483,483,481,549,564
기장군,55~59,1인가구,,1230,1314,1478,1497,1515
기장군,55~59,남자,,537,560,669,676,739
기장군,55~59,여자,,693,754,809,821,776
기장군,60~64,1인가구,,1107,1215,1391,1583,1692
기장군,60~64,남자,,450,473,540,624,656
기장군,60~64,여자,,657,742,851,959,1036
기장군,65~69,1인가구,,963,1080,1230,1307,1448
기장군,65~69,남자,,309,377,430,458,522
기장군,65~69,여자,,654,703,800,849,926
기장군,70~74,1인가구,,878,956,1001,1156,1242
기장군,70~74,남자,,198,233,272,319,359
기장군,70~74,여자,,680,723,729,837,883
기장군,75~79,1인가구,,774,828,955,1011,1060
기장군,75~79,남자,,158,154,195,216,244
기장군,75~79,여자,,616,674,760,795,816
기장군,80~84,1인가구,,497,557,593,659,730
기장군,80~84,남자,,74,82,95,123,142
기장군,80~84,여자,,423,475,498,536,588
기장군,85세 이상,1인가구,,288,348,375,398,459
기장군,85세 이상,남자,,40,49,64,63,75
기장군,85세 이상,여자,,248,299,311,335,384
대구광역시,합계,1인가구,,239517,247444,259525,269903,284416
대구광역시,합계,남자,,112180,114434,119917,124823,131500
대구광역시,합계,여자,,127337,133010,139608,145080,152916
대구광역시,20세 미만,1인가구,,3080,2828,2879,2682,3693
대구광역시,20세 미만,남자,,1454,1235,1216,1183,1651
대구광역시,20세 미만,여자,,1626,1593,1663,1499,2042
대구광역시,20~24,1인가구,,18000,17048,17609,18057,20916
대구광역시,20~24,남자,,8460,7742,7733,7815,9273
대구광역시,20~24,여자,,9540,9306,9876,10242,11643
대구광역시,25~29,1인가구,,20032,20391,22684,25076,27730
대구광역시,25~29,남자,,12027,12055,13272,14470,15620
대구광역시,25~29,여자,,8005,8336,9412,10606,12110
대구광역시,30~34,1인가구,,20640,20165,19984,20153,21138
대구광역시,30~34,남자,,12699,12720,12711,13000,13678
대구광역시,30~34,여자,,7941,7445,7273,7153,7460
대구광역시,35~39,1인가구,,17533,17710,18494,19056,19196
대구광역시,35~39,남자,,10948,11053,11488,11962,12020
대구광역시,35~39,여자,,6585,6657,7006,7094,7176
대구광역시,40~44,1인가구,,19866,18730,18292,17640,17148
대구광역시,40~44,남자,,12530,11613,11255,10895,10527
대구광역시,40~44,여자,,7336,7117,7037,6745,6621
대구광역시,45~49,1인가구,,20549,21125,21696,21914,21858
대구광역시,45~49,남자,,12618,12682,12992,13016,13102
대구광역시,45~49,여자,,7931,8443,8704,8898,8756
대구광역시,50~54,1인가구,,21342,21238,21695,22346,22983
대구광역시,50~54,남자,,11659,11750,12208,12703,13068
대구광역시,50~54,여자,,9683,9488,9487,9643,9915
대구광역시,55~59,1인가구,,22189,24210,25820,26664,26846
대구광역시,55~59,남자,,10044,10992,11943,12517,12839
대구광역시,55~59,여자,,12145,13218,13877,14147,14007
대구광역시,60~64,1인가구,,18563,21605,23347,24956,26831
대구광역시,60~64,남자,,6914,8410,9233,10091,10986
대구광역시,60~64,여자,,11649,13195,14114,14865,15845
대구광역시,65~69,1인가구,,15920,17755,19450,20505,21470
대구광역시,65~69,남자,,4838,5409,6218,6594,7180
대구광역시,65~69,여자,,11082,12346,13232,13911,14290
대구광역시,70~74,1인가구,,15048,15026,15359,16350,17663
대구광역시,70~74,남자,,3423,3586,3784,4187,4673
대구광역시,70~74,여자,,11625,11440,11575,12163,12990
대구광역시,75~79,1인가구,,13623,14600,16103,16783,17164
대구광역시,75~79,남자,,2479,2793,3166,3398,3468
대구광역시,75~79,여자,,11144,11807,12937,13385,13696
대구광역시,80~84,1인가구,,8756,9769,10426,11416,12559
대구광역시,80~84,남자,,1420,1604,1780,1963,2200
대구광역시,80~84,여자,,7336,8165,8646,9453,10359
대구광역시,85세 이상,1인가구,,4376,5244,5687,6305,7221
대구광역시,85세 이상,남자,,667,790,918,1029,1215
대구광역시,85세 이상,여자,,3709,4454,4769,5276,6006
읍부,합계,1인가구,,8322,9088,10474,19115,20405
읍부,합계,남자,,4414,4763,5527,10189,10816
읍부,합계,여자,,3908,4325,4947,8926,9589
읍부,20세 미만,1인가구,,49,44,52,51,165
읍부,20세 미만,남자,,34,27,32,26,94
읍부,20세 미만,여자,,15,17,20,25,71
읍부,20~24,1인가구,,276,268,296,564,718
읍부,20~24,남자,,156,158,167,333,380
읍부,20~24,여자,,120,110,129,231,338
읍부,25~29,1인가구,,570,672,838,1844,1977
읍부,25~29,남자,,396,472,574,1300,1371
읍부,25~29,여자,,174,200,264,544,606
읍부,30~34,1인가구,,810,915,1090,2106,2170
읍부,30~34,남자,,598,706,835,1641,1665
읍부,30~34,여자,,212,209,255,465,505
읍부,35~39,1인가구,,839,888,1048,1985,2007
읍부,35~39,남자,,627,659,763,1427,1450
읍부,35~39,여자,,212,229,285,558,557
읍부,40~44,1인가구,,881,831,951,1636,1662
읍부,40~44,남자,,648,600,700,1111,1120
읍부,40~44,여자,,233,231,251,525,542
읍부,45~49,1인가구,,825,924,1061,1738,1790
읍부,45~49,남자,,543,582,647,1022,1100
읍부,45~49,여자,,282,342,414,716,690
읍부,50~54,1인가구,,843,855,913,1583,1724
읍부,50~54,남자,,445,456,484,866,941
읍부,50~54,여자,,398,399,429,717,783
읍부,55~59,1인가구,,810,924,1068,1889,1960
읍부,55~59,남자,,352,382,464,845,883
읍부,55~59,여자,,458,542,604,1044,1077
읍부,60~64,1인가구,,642,783,902,1647,1836
읍부,60~64,남자,,229,276,320,616,693
읍부,60~64,여자,,413,507,582,1031,1143
읍부,65~69,1인가구,,518,582,713,1283,1355
읍부,65~69,남자,,147,160,216,423,464
읍부,65~69,여자,,371,422,497,860,891
읍부,70~74,1인가구,,487,491,498,889,1034
읍부,70~74,남자,,105,117,130,233,281
읍부,70~74,여자,,382,374,368,656,753
읍부,75~79,1인가구,,415,500,567,956,946
읍부,75~79,남자,,64,87,101,179,191
읍부,75~79,여자,,351,413,466,777,755
읍부,80~84,1인가구,,242,271,315,651,695
읍부,80~84,남자,,47,55,64,112,118
읍부,80~84,여자,,195,216,251,539,577
읍부,85세 이상,1인가구,,115,140,162,293,366
읍부,85세 이상,남자,,23,26,30,55,65
읍부,85세 이상,여자,,92,114,132,238,301
면부,합계,1인가구,,5940,7707,9777,2719,2838
면부,합계,남자,,3037,4058,5352,1480,1546
면부,합계,여자,,2903,3649,4425,1239,1292
면부,20세 미만,1인가구,,27,25,46,7,29
면부,20세 미만,남자,,15,12,24,X,18
면부,20세 미만,여자,,12,13,22,X,11
면부,20~24,1인가구,,166,212,323,53,86
면부,20~24,남자,,112,132,202,36,55
면부,20~24,여자,,54,80,121,17,31
면부,25~29,1인가구,,527,737,1099,227,204
면부,25~29,남자,,422,587,827,178,149
면부,25~29,여자,,105,150,272,49,55
면부,30~34,1인가구,,592,908,1215,279,255
면부,30~34,남자,,482,704,958,216,206
면부,30~34,여자,,110,204,257,63,49
면부,35~39,1인가구,,449,693,992,220,248
면부,35~39,남자,,319,505,729,179,206
면부,35~39,여자,,130,188,263,41,42
면부,40~44,1인가구,,468,592,732,167,181
면부,40~44,남자,,312,399,492,141,144
면부,40~44,여자,,156,193,240,26,37
면부,45~49,1인가구,,471,597,773,188,194
면부,45~49,남자,,312,365,474,136,131
면부,45~49,여자,,159,232,299,52,63
면부,50~54,1인가구,,506,591,668,196,198
면부,50~54,남자,,280,333,375,129,137
면부,50~54,여자,,226,258,293,67,61
면부,55~59,1인가구,,537,702,915,255,258
면부,55~59,남자,,282,324,426,143,144
면부,55~59,여자,,255,378,489,112,114
면부,60~64,1인가구,,403,619,752,228,251
면부,60~64,남자,,159,268,320,120,130
면부,60~64,여자,,244,351,432,108,121
면부,65~69,1인가구,,382,483,583,179,181
면부,65~69,남자,,112,150,205,63,77
면부,65~69,여자,,270,333,378,116,104
면부,70~74,1인가구,,451,444,456,165,175
면부,70~74,남자,,85,109,123,44,48
면부,70~74,여자,,366,335,333,121,127
면부,75~79,1인가구,,452,517,599,258,220
면부,75~79,남자,,79,90,105,42,35
면부,75~79,여자,,373,427,494,216,185
면부,80~84,1인가구,,350,393,404,185,223
면부,80~84,남자,,44,48,52,28,45
면부,80~84,여자,,306,345,352,157,178
면부,85세 이상,1인가구,,159,194,220,112,135
면부,85세 이상,남자,,22,32,40,21,21
면부,85세 이상,여자,,137,162,180,91,114
동부,합계,1인가구,,225255,230649,239274,248069,261173
동부,합계,남자,,104729,105613,109038,113154,119138
동부,합계,여자,,120526,125036,130236,134915,142035
동부,20세 미만,1인가구,,3004,2759,2781,2624,3499
동부,20세 미만,남자,,1405,1196,1160,1153,1539
동부,20세 미만,여자,,1599,1563,1621,1471,1960
동부,20~24,1인가구,,17558,16568,16990,17440,20112
동부,20~24,남자,,8192,7452,7364,7446,8838
동부,20~24,여자,,9366,9116,9626,9994,11274
동부,25~29,1인가구,,18935,18982,20747,23005,25549
동부,25~29,남자,,11209,10996,11871,12992,14100
동부,25~29,여자,,7726,7986,8876,10013,11449
동부,30~34,1인가구,,19238,18342,17679,17768,18713
동부,30~34,남자,,11619,11310,10918,11143,11807
동부,30~34,여자,,7619,7032,6761,6625,6906
동부,35~39,1인가구,,16245,16129,16454,16851,16941
동부,35~39,남자,,10002,9889,9996,10356,10364
동부,35~39,여자,,6243,6240,6458,6495,6577
동부,40~44,1인가구,,18517,17307,16609,15837,15305
동부,40~44,남자,,11570,10614,10063,9643,9263
동부,40~44,여자,,6947,6693,6546,6194,6042
동부,45~49,1인가구,,19253,19604,19862,19988,19874
동부,45~49,남자,,11763,11735,11871,11858,11871
동부,45~49,여자,,7490,7869,7991,8130,8003
동부,50~54,1인가구,,19993,19792,20114,20567,21061
동부,50~54,남자,,10934,10961,11349,11708,11990
동부,50~54,여자,,9059,8831,8765,8859,9071
동부,55~59,1인가구,,20842,22584,23837,24520,24628
동부,55~59,남자,,9410,10286,11053,11529,11812
동부,55~59,여자,,11432,12298,12784,12991,12816
동부,60~64,1인가구,,17518,20203,21693,23081,24744
동부,60~64,남자,,6526,7866,8593,9355,10163
동부,60~64,여자,,10992,12337,13100,13726,14581
동부,65~69,1인가구,,15020,16690,18154,19043,19934
동부,65~69,남자,,4579,5099,5797,6108,6639
동부,65~69,여자,,10441,11591,12357,12935,13295
동부,70~74,1인가구,,14110,14091,14405,15296,16454
동부,70~74,남자,,3233,3360,3531,3910,4344
동부,70~74,여자,,10877,10731,10874,11386,12110
동부,75~79,1인가구,,12756,13583,14937,15569,15998
동부,75~79,남자,,2336,2616,2960,3177,3242
동부,75~79,여자,,10420,10967,11977,12392,12756
동부,80~84,1인가구,,8164,9105,9707,10580,11641
동부,80~84,남자,,1329,1501,1664,1823,2037
동부,80~84,여자,,6835,7604,8043,8757,9604
동부,85세 이상,1인가구,,4102,4910,5305,5900,6720
동부,85세 이상,남자,,622,732,848,953,1129
동부,85세 이상,여자,,3480,4178,4457,4947,5591
중구,합계,1인가구,,12086,12242,12392,13321,13872
중구,합계,남자,,5406,5406,5462,5978,6211
중구,합계,여자,,6680,6836,6930,7343,7661
중구,20세 미만,1인가구,,51,52,54,84,106
중구,20세 미만,남자,,18,16,20,24,45
중구,20세 미만,여자,,33,36,34,60,61
중구,20~24,1인가구,,838,932,975,1210,1418
중구,20~24,남자,,278,320,298,382,455
중구,20~24,여자,,560,612,677,828,963
중구,25~29,1인가구,,1576,1656,1837,2257,2577
중구,25~29,남자,,787,819,915,1100,1224
중구,25~29,여자,,789,837,922,1157,1353
중구,30~34,1인가구,,1494,1339,1218,1356,1428
중구,30~34,남자,,828,691,662,809,855
중구,30~34,여자,,666,648,556,547,573
중구,35~39,1인가구,,927,874,897,958,975
중구,35~39,남자,,528,501,506,548,555
중구,35~39,여자,,399,373,391,410,420
중구,40~44,1인가구,,829,806,764,730,751
중구,40~44,남자,,502,481,437,432,429
중구,40~44,여자,,327,325,327,298,322
중구,45~49,1인가구,,757,785,792,812,794
중구,45~49,남자,,479,474,480,487,472
중구,45~49,여자,,278,311,312,325,322
중구,50~54,1인가구,,771,727,747,789,747
중구,50~54,남자,,465,445,467,495,457
중구,50~54,여자,,306,282,280,294,290
중구,55~59,1인가구,,940,942,917,885,821
중구,55~59,남자,,461,461,456,466,439
중구,55~59,여자,,479,481,461,419,382
중구,60~64,1인가구,,839,930,939,980,992
중구,60~64,남자,,353,426,431,444,453
중구,60~64,여자,,486,504,508,536,539
중구,65~69,1인가구,,799,834,891,807,768
중구,65~69,남자,,245,256,307,290,306
중구,65~69,여자,,554,578,584,517,462
중구,70~74,1인가구,,807,789,733,757,787
중구,70~74,남자,,217,225,185,189,195
중구,70~74,여자,,590,564,548,568,592
중구,75~79,1인가구,,720,730,783,811,752
중구,75~79,남자,,142,159,169,170,167
중구,75~79,여자,,578,571,614,641,585
중구,80~84,1인가구,,437,504,499,528,564
중구,80~84,남자,,64,84,76,92,96
중구,80~84,여자,,373,420,423,436,468
중구,85세 이상,1인가구,,301,342,346,357,392
중구,85세 이상,남자,,39,48,53,50,63
중구,85세 이상,여자,,262,294,293,307,329
동구,합계,1인가구,,33436,35608,38085,40023,41600
동구,합계,남자,,15255,16034,17126,18006,18652
동구,합계,여자,,18181,19574,20959,22017,22948
동구,20세 미만,1인가구,,143,129,149,110,132
동구,20세 미만,남자,,71,59,66,55,70
동구,20세 미만,여자,,72,70,83,55,62
동구,20~24,1인가구,,1080,1111,1335,1332,1469
동구,20~24,남자,,504,495,550,520,524
동구,20~24,여자,,576,616,785,812,945
동구,25~29,1인가구,,2167,2459,2887,3255,3619
동구,25~29,남자,,1233,1371,1625,1846,1988
동구,25~29,여자,,934,1088,1262,1409,1631
동구,30~34,1인가구,,2615,2672,2832,2944,3103
동구,30~34,남자,,1631,1698,1800,1923,1997
동구,30~34,여자,,984,974,1032,1021,1106
동구,35~39,1인가구,,2280,2420,2597,2746,2781
동구,35~39,남자,,1448,1508,1595,1704,1746
동구,35~39,여자,,832,912,1002,1042,1035
동구,40~44,1인가구,,2572,2555,2479,2504,2412
동구,40~44,남자,,1656,1612,1554,1559,1474
동구,40~44,여자,,916,943,925,945,938
동구,45~49,1인가구,,2780,2905,2962,2993,3020
동구,45~49,남자,,1724,1725,1765,1791,1813
동구,45~49,여자,,1056,1180,1197,1202,1207
동구,50~54,1인가구,,3181,3160,3232,3297,3355
동구,50~54,남자,,1745,1793,1872,1875,1925
동구,50~54,여자,,1436,1367,1360,1422,1430
동구,55~59,1인가구,,3501,3776,3989,4164,4131
동구,55~59,남자,,1589,1701,1820,1932,1976
동구,55~59,여자,,1912,2075,2169,2232,2155
동구,60~64,1인가구,,3090,3581,3853,4127,4324
동구,60~64,남자,,1199,1413,1544,1657,1740
동구,60~64,여자,,1891,2168,2309,2470,2584
동구,65~69,1인가구,,2874,3179,3523,3696,3778
동구,65~69,남자,,957,1034,1172,1211,1291
동구,65~69,여자,,1917,2145,2351,2485,2487
동구,70~74,1인가구,,2580,2613,2715,2942,3180
동구,70~74,남자,,619,641,672,772,869
동구,70~74,여자,,1961,1972,2043,2170,2311
동구,75~79,1인가구,,2416,2582,2826,2930,2957
동구,75~79,남자,,491,537,585,623,624
동구,75~79,여자,,1925,2045,2241,2307,2333
동구,80~84,1인가구,,1449,1639,1794,1980,2204
동구,80~84,남자,,275,314,358,371,422
동구,80~84,여자,,1174,1325,1436,1609,1782
동구,85세 이상,1인가구,,708,827,912,1003,1135
동구,85세 이상,남자,,113,133,148,167,193
동구,85세 이상,여자,,595,694,764,836,942
서구,합계,1인가구,,23450,23715,24107,24084,24341
서구,합계,남자,,11192,11217,11308,11326,11467
서구,합계,여자,,12258,12498,12799,12758,12874
서구,20세 미만,1인가구,,96,92,61,60,110
서구,20세 미만,남자,,42,44,35,33,50
서구,20세 미만,여자,,54,48,26,27,60
서구,20~24,1인가구,,701,653,651,650,688
서구,20~24,남자,,341,318,297,313,321
서구,20~24,여자,,360,335,354,337,367
서구,25~29,1인가구,,1158,1174,1266,1356,1436
서구,25~29,남자,,691,695,727,772,807
서구,25~29,여자,,467,479,539,584,629
서구,30~34,1인가구,,1568,1368,1276,1110,1123
서구,30~34,남자,,992,875,811,714,736
서구,30~34,여자,,576,493,465,396,387
서구,35~39,1인가구,,1459,1306,1253,1245,1145
서구,35~39,남자,,925,834,786,784,718
서구,35~39,여자,,534,472,467,461,427
서구,40~44,1인가구,,1818,1752,1600,1383,1189
서구,40~44,남자,,1262,1192,1069,914,773
서구,40~44,여자,,556,560,531,469,416
서구,45~49,1인가구,,2328,2236,2156,2051,1972
서구,45~49,남자,,1541,1483,1449,1365,1340
서구,45~49,여자,,787,753,707,686,632
서구,50~54,1인가구,,2704,2628,2593,2593,2481
서구,50~54,남자,,1671,1652,1658,1674,1596
서구,50~54,여자,,1033,976,935,919,885
서구,55~59,1인가구,,2765,2892,3104,3115,3131
서구,55~59,남자,,1349,1442,1546,1611,1735
서구,55~59,여자,,1416,1450,1558,1504,1396
서구,60~64,1인가구,,2303,2584,2701,2809,2937
서구,60~64,남자,,866,1023,1102,1218,1301
서구,60~64,여자,,1437,1561,1599,1591,1636
서구,65~69,1인가구,,1919,2134,2275,2326,2435
서구,65~69,남자,,601,671,740,785,862
서구,65~69,여자,,1318,1463,1535,1541,1573
서구,70~74,1인가구,,1772,1755,1783,1788,1882
서구,70~74,남자,,429,427,463,460,511
서구,70~74,여자,,1343,1328,1320,1328,1371
서구,75~79,1인가구,,1509,1609,1774,1840,1857
서구,75~79,남자,,281,323,365,394,382
서구,75~79,여자,,1228,1286,1409,1446,1475
서구,80~84,1인가구,,932,1023,1081,1158,1281
서구,80~84,남자,,146,174,199,207,239
서구,80~84,여자,,786,849,882,951,1042
서구,85세 이상,1인가구,,418,509,533,600,674
서구,85세 이상,남자,,55,64,61,82,96
서구,85세 이상,여자,,363,445,472,518,578
남구,합계,1인가구,,25525,25841,26623,27424,28373
남구,합계,남자,,11094,11201,11640,12044,12468
남구,합계,여자,,14431,14640,14983,15380,15905
남구,20세 미만,1인가구,,387,364,404,406,419
남구,20세 미만,남자,,145,130,157,164,144
남구,20세 미만,여자,,242,234,247,242,275
남구,20~24,1인가구,,2108,2250,2370,2591,2777
남구,20~24,남자,,821,862,935,1026,1105
남구,20~24,여자,,1287,1388,1435,1565,1672
남구,25~29,1인가구,,2124,2040,2194,2549,2853
남구,25~29,남자,,1054,1023,1075,1237,1365
남구,25~29,여자,,1070,1017,1119,1312,1488
남구,30~34,1인가구,,2321,2181,2025,1946,2012
남구,30~34,남자,,1215,1202,1111,1075,1114
남구,30~34,여자,,1106,979,914,871,898
남구,35~39,1인가구,,1957,1913,1942,1913,1918
남구,35~39,남자,,1065,1028,1059,1053,1042
남구,35~39,여자,,892,885,883,860,876
남구,40~44,1인가구,,2041,1905,1830,1788,1717
남구,40~44,남자,,1184,1064,1016,1017,979
남구,40~44,여자,,857,841,814,771,738
남구,45~49,1인가구,,2010,2010,2067,2044,2039
남구,45~49,남자,,1191,1190,1234,1206,1203
남구,45~49,여자,,819,820,833,838,836
남구,50~54,1인가구,,2121,2016,1987,2002,2020
남구,50~54,남자,,1181,1109,1096,1110,1181
남구,50~54,여자,,940,907,891,892,839
남구,55~59,1인가구,,2317,2461,2554,2551,2489
남구,55~59,남자,,1097,1187,1270,1266,1235
남구,55~59,여자,,1220,1274,1284,1285,1254
남구,60~64,1인가구,,1940,2154,2343,2503,2670
남구,60~64,남자,,758,910,992,1103,1178
남구,60~64,여자,,1182,1244,1351,1400,1492
남구,65~69,1인가구,,1686,1805,1913,1968,1989
남구,65~69,남자,,522,573,634,661,699
남구,65~69,여자,,1164,1232,1279,1307,1290
남구,70~74,1인가구,,1575,1548,1592,1641,1710
남구,70~74,남자,,369,373,422,441,475
남구,70~74,여자,,1206,1175,1170,1200,1235
남구,75~79,1인가구,,1407,1500,1614,1667,1745
남구,75~79,남자,,258,279,323,363,382
남구,75~79,여자,,1149,1221,1291,1304,1363
남구,80~84,1인가구,,976,1030,1094,1113,1201
남구,80~84,남자,,152,178,203,199,223
남구,80~84,여자,,824,852,891,914,978
남구,85세 이상,1인가구,,555,664,694,742,814
남구,85세 이상,남자,,82,93,113,123,143
남구,85세 이상,여자,,473,571,581,619,671
북구,합계,1인가구,,43864,44680,46551,48073,51475
북구,합계,남자,,22402,22250,22951,23708,25489
북구,합계,여자,,21462,22430,23600,24365,25986
북구,20세 미만,1인가구,,1186,1188,1002,940,1210
북구,20세 미만,남자,,609,505,405,391,546
북구,20세 미만,여자,,577,683,597,549,664
북구,20~24,1인가구,,6627,6026,5992,5945,7009
북구,20~24,남자,,3527,3120,2901,2843,3513
북구,20~24,여자,,3100,2906,3091,3102,3496
북구,25~29,1인가구,,4622,4413,4804,5018,5481
북구,25~29,남자,,3179,2919,3127,3279,3526
북구,25~29,여자,,1443,1494,1677,1739,1955
북구,30~34,1인가구,,3478,3493,3466,3498,3567
북구,30~34,남자,,2246,2292,2297,2384,2447
북구,30~34,여자,,1232,1201,1169,1114,1120
