행정구역별(시군구),연령별,항목,단위,2015 년,2016 년,2017 년,2018 년,2019 년
포천시,70~74,여자,,691,685,699,717,742
포천시,75~79,1인가구,,941,1036,1131,1120,1133
포천시,75~79,남자,,264,299,324,332,320
포천시,75~79,여자,,677,737,807,788,813
포천시,80~84,1인가구,,558,630,700,753,856
포천시,80~84,남자,,130,149,191,195,221
포천시,80~84,여자,,428,481,509,558,635
포천시,85세 이상,1인가구,,340,403,374,432,491
포천시,85세 이상,남자,,62,82,87,107,108
포천시,85세 이상,여자,,278,321,287,325,383
여주시,합계,1인가구,,10330,10789,11513,12003,12463
여주시,합계,남자,,5181,5444,5799,6039,6394
여주시,합계,여자,,5149,5345,5714,5964,6069
여주시,20세 미만,1인가구,,68,65,94,59,55
여주시,20세 미만,남자,,40,33,68,30,27
여주시,20세 미만,여자,,28,32,26,29,28
여주시,20~24,1인가구,,326,308,302,319,386
여주시,20~24,남자,,176,157,166,166,197
여주시,20~24,여자,,150,151,136,153,189
여주시,25~29,1인가구,,615,624,620,693,783
여주시,25~29,남자,,379,395,400,438,481
여주시,25~29,여자,,236,229,220,255,302
여주시,30~34,1인가구,,687,684,643,676,735
여주시,30~34,남자,,435,439,438,458,519
여주시,30~34,여자,,252,245,205,218,216
여주시,35~39,1인가구,,654,706,703,719,710
여주시,35~39,남자,,381,422,430,451,453
여주시,35~39,여자,,273,284,273,268,257
여주시,40~44,1인가구,,852,801,801,797,756
여주시,40~44,남자,,539,499,475,461,472
여주시,40~44,여자,,313,302,326,336,284
여주시,45~49,1인가구,,896,919,1067,1070,1049
여주시,45~49,남자,,575,581,661,668,644
여주시,45~49,여자,,321,338,406,402,405
여주시,50~54,1인가구,,1001,1012,1111,1164,1209
여주시,50~54,남자,,557,598,636,669,742
여주시,50~54,여자,,444,414,475,495,467
여주시,55~59,1인가구,,1152,1198,1357,1456,1414
여주시,55~59,남자,,631,662,713,790,766
여주시,55~59,여자,,521,536,644,666,648
여주시,60~64,1인가구,,910,1110,1221,1329,1426
여주시,60~64,남자,,453,574,620,665,726
여주시,60~64,여자,,457,536,601,664,700
여주시,65~69,1인가구,,780,800,893,922,1006
여주시,65~69,남자,,335,352,411,427,479
여주시,65~69,여자,,445,448,482,495,527
여주시,70~74,1인가구,,827,799,805,849,879
여주시,70~74,남자,,278,277,282,297,332
여주시,70~74,여자,,549,522,523,552,547
여주시,75~79,1인가구,,775,839,899,861,867
여주시,75~79,남자,,219,258,267,257,246
여주시,75~79,여자,,556,581,632,604,621
여주시,80~84,1인가구,,489,569,635,675,742
여주시,80~84,남자,,118,126,167,179,201
여주시,80~84,여자,,371,443,468,496,541
여주시,85세 이상,1인가구,,298,355,362,414,446
여주시,85세 이상,남자,,65,71,65,83,109
여주시,85세 이상,여자,,233,284,297,331,337
연천군,합계,1인가구,,5543,5999,5930,6124,5824
연천군,합계,남자,,3081,3463,3389,3466,3182
연천군,합계,여자,,2462,2536,2541,2658,2642
연천군,20세 미만,1인가구,,18,13,10,12,13
연천군,20세 미만,남자,,12,9,X,7,7
연천군,20세 미만,여자,,6,X,7,5,6
연천군,20~24,1인가구,,503,610,413,401,306
연천군,20~24,남자,,436,557,371,337,245
연천군,20~24,여자,,67,53,42,64,61
연천군,25~29,1인가구,,517,676,649,680,505
연천군,25~29,남자,,432,587,566,597,416
연천군,25~29,여자,,85,89,83,83,89
연천군,30~34,1인가구,,181,202,266,302,265
연천군,30~34,남자,,120,145,213,248,201
연천군,30~34,여자,,61,57,53,54,64
연천군,35~39,1인가구,,176,183,186,158,171
연천군,35~39,남자,,115,116,132,117,127
연천군,35~39,여자,,61,67,54,41,44
연천군,40~44,1인가구,,263,229,230,214,174
연천군,40~44,남자,,203,165,169,158,126
연천군,40~44,여자,,60,64,61,56,48
연천군,45~49,1인가구,,337,341,304,319,304
연천군,45~49,남자,,234,246,221,229,223
연천군,45~49,여자,,103,95,83,90,81
연천군,50~54,1인가구,,466,467,455,429,444
연천군,50~54,남자,,317,311,303,278,300
연천군,50~54,여자,,149,156,152,151,144
연천군,55~59,1인가구,,567,592,595,599,589
연천군,55~59,남자,,328,356,367,369,364
연천군,55~59,여자,,239,236,228,230,225
연천군,60~64,1인가구,,478,579,610,708,707
연천군,60~64,남자,,244,301,331,400,392
연천군,60~64,여자,,234,278,279,308,315
연천군,65~69,1인가구,,513,485,511,498,535
연천군,65~69,남자,,232,217,240,228,271
연천군,65~69,여자,,281,268,271,270,264
연천군,70~74,1인가구,,501,488,479,502,521
연천군,70~74,남자,,174,172,175,191,204
연천군,70~74,여자,,327,316,304,311,317
연천군,75~79,1인가구,,520,571,618,619,549
연천군,75~79,남자,,135,163,177,169,151
연천군,75~79,여자,,385,408,441,450,398
연천군,80~84,1인가구,,303,359,387,436,463
연천군,80~84,남자,,54,74,75,91,89
연천군,80~84,여자,,249,285,312,345,374
연천군,85세 이상,1인가구,,200,204,217,247,278
연천군,85세 이상,남자,,45,44,46,47,66
연천군,85세 이상,여자,,155,160,171,200,212
가평군,합계,1인가구,,7049,7515,7821,8226,8432
가평군,합계,남자,,3499,3671,3872,4125,4210
가평군,합계,여자,,3550,3844,3949,4101,4222
가평군,20세 미만,1인가구,,17,20,14,12,13
가평군,20세 미만,남자,,9,12,8,9,9
가평군,20세 미만,여자,,8,8,6,X,X
가평군,20~24,1인가구,,204,205,170,177,152
가평군,20~24,남자,,144,140,101,127,92
가평군,20~24,여자,,60,65,69,50,60
가평군,25~29,1인가구,,349,410,410,445,451
가평군,25~29,남자,,252,296,290,314,302
가평군,25~29,여자,,97,114,120,131,149
가평군,30~34,1인가구,,273,308,342,358,349
가평군,30~34,남자,,178,181,229,242,234
가평군,30~34,여자,,95,127,113,116,115
가평군,35~39,1인가구,,357,332,378,375,363
가평군,35~39,남자,,239,226,248,243,229
가평군,35~39,여자,,118,106,130,132,134
가평군,40~44,1인가구,,374,391,370,388,386
가평군,40~44,남자,,263,250,234,253,260
가평군,40~44,여자,,111,141,136,135,126
가평군,45~49,1인가구,,529,541,531,573,542
가평군,45~49,남자,,344,328,329,360,341
가평군,45~49,여자,,185,213,202,213,201
가평군,50~54,1인가구,,701,753,762,767,813
가평군,50~54,남자,,390,428,446,447,489
가평군,50~54,여자,,311,325,316,320,324
가평군,55~59,1인가구,,965,969,1064,1060,1103
가평군,55~59,남자,,518,508,567,599,586
가평군,55~59,여자,,447,461,497,461,517
가평군,60~64,1인가구,,761,956,1005,1115,1175
가평군,60~64,남자,,360,486,506,550,606
가평군,60~64,여자,,401,470,499,565,569
가평군,65~69,1인가구,,622,618,693,772,832
가평군,65~69,남자,,280,265,300,336,379
가평군,65~69,여자,,342,353,393,436,453
가평군,70~74,1인가구,,645,657,660,664,674
가평군,70~74,남자,,216,231,250,266,265
가평군,70~74,여자,,429,426,410,398,409
가평군,75~79,1인가구,,611,624,652,684,681
가평군,75~79,남자,,165,171,191,185,205
가평군,75~79,여자,,446,453,461,499,476
가평군,80~84,1인가구,,399,468,478,507,542
가평군,80~84,남자,,88,101,117,121,134
가평군,80~84,여자,,311,367,361,386,408
가평군,85세 이상,1인가구,,242,263,292,329,356
가평군,85세 이상,남자,,53,48,56,73,79
가평군,85세 이상,여자,,189,215,236,256,277
양평군,합계,1인가구,,11214,12173,13176,13828,14153
양평군,합계,남자,,5442,5933,6431,6784,6840
양평군,합계,여자,,5772,6240,6745,7044,7313
양평군,20세 미만,1인가구,,35,31,28,32,33
양평군,20세 미만,남자,,21,18,16,22,22
양평군,20세 미만,여자,,14,13,12,10,11
양평군,20~24,1인가구,,293,268,218,205,190
양평군,20~24,남자,,211,182,137,121,108
양평군,20~24,여자,,82,86,81,84,82
양평군,25~29,1인가구,,522,540,544,565,595
양평군,25~29,남자,,350,367,369,376,368
양평군,25~29,여자,,172,173,175,189,227
양평군,30~34,1인가구,,447,495,510,511,489
양평군,30~34,남자,,278,318,348,325,320
양평군,30~34,여자,,169,177,162,186,169
양평군,35~39,1인가구,,525,530,559,616,604
양평군,35~39,남자,,321,308,329,372,351
양평군,35~39,여자,,204,222,230,244,253
양평군,40~44,1인가구,,651,681,745,711,702
양평군,40~44,남자,,408,431,463,439,419
양평군,40~44,여자,,243,250,282,272,283
양평군,45~49,1인가구,,852,863,961,971,956
양평군,45~49,남자,,515,510,579,589,557
양평군,45~49,여자,,337,353,382,382,399
양평군,50~54,1인가구,,1210,1253,1304,1337,1373
양평군,50~54,남자,,689,704,751,774,764
양평군,50~54,여자,,521,549,553,563,609
양평군,55~59,1인가구,,1533,1712,1872,1891,1864
양평군,55~59,남자,,771,906,976,998,982
양평군,55~59,여자,,762,806,896,893,882
양평군,60~64,1인가구,,1233,1503,1717,1984,2085
양평군,60~64,남자,,597,700,806,981,1040
양평군,60~64,여자,,636,803,911,1003,1045
양평군,65~69,1인가구,,1085,1162,1302,1382,1476
양평군,65~69,남자,,474,544,618,636,701
양평군,65~69,여자,,611,618,684,746,775
양평군,70~74,1인가구,,1019,1090,1172,1257,1272
양평군,70~74,남자,,356,398,436,520,531
양평군,70~74,여자,,663,692,736,737,741
양평군,75~79,1인가구,,843,944,1024,1058,1094
양평군,75~79,남자,,236,282,313,325,345
양평군,75~79,여자,,607,662,711,733,749
양평군,80~84,1인가구,,582,664,738,784,837
양평군,80~84,남자,,117,151,176,192,207
양평군,80~84,여자,,465,513,562,592,630
양평군,85세 이상,1인가구,,384,437,482,524,583
양평군,85세 이상,남자,,98,114,114,114,125
양평군,85세 이상,여자,,286,323,368,410,458
강원도,합계,1인가구,,189379,197917,199645,206295,208857
강원도,합계,남자,,96820,101371,100677,104082,103974
강원도,합계,여자,,92559,96546,98968,102213,104883
강원도,20세 미만,1인가구,,2293,2934,2365,2397,1982
강원도,20세 미만,남자,,1348,1819,1380,1435,1131
강원도,20세 미만,여자,,945,1115,985,962,851
강원도,20~24,1인가구,,20467,20989,17975,17615,15984
강원도,20~24,남자,,14254,14238,11124,10730,9461
강원도,20~24,여자,,6213,6751,6851,6885,6523
강원도,25~29,1인가구,,16088,16820,16380,17112,16968
강원도,25~29,남자,,11370,11920,11174,11625,10857
강원도,25~29,여자,,4718,4900,5206,5487,6111
강원도,30~34,1인가구,,11473,11666,11674,11737,12063
강원도,30~34,남자,,7021,7355,7655,7743,7960
강원도,30~34,여자,,4452,4311,4019,3994,4103
강원도,35~39,1인가구,,9986,10124,10469,10769,10751
강원도,35~39,남자,,6355,6439,6713,6952,6970
강원도,35~39,여자,,3631,3685,3756,3817,3781
강원도,40~44,1인가구,,11833,11346,11321,10969,10663
강원도,40~44,남자,,7649,7334,7304,7118,6870
강원도,40~44,여자,,4184,4012,4017,3851,3793
강원도,45~49,1인가구,,14080,14362,14606,14524,14226
강원도,45~49,남자,,8862,9011,9192,9170,8840
강원도,45~49,여자,,5218,5351,5414,5354,5386
강원도,50~54,1인가구,,16724,16606,16407,16889,17213
강원도,50~54,남자,,9631,9681,9665,9910,10107
강원도,50~54,여자,,7093,6925,6742,6979,7106
강원도,55~59,1인가구,,18944,20548,21565,21806,21936
강원도,55~59,남자,,9822,10841,11520,11806,11964
강원도,55~59,여자,,9122,9707,10045,10000,9972
강원도,60~64,1인가구,,14821,17310,18504,20878,22177
강원도,60~64,남자,,6816,8098,8891,10264,11001
강원도,60~64,여자,,8005,9212,9613,10614,11176
강원도,65~69,1인가구,,12591,12884,14003,14694,15994
강원도,65~69,남자,,4679,4951,5616,6057,6767
강원도,65~69,여자,,7912,7933,8387,8637,9227
강원도,70~74,1인가구,,13894,13895,13799,14335,14631
강원도,70~74,남자,,3860,4037,4143,4502,4884
강원도,70~74,여자,,10034,9858,9656,9833,9747
강원도,75~79,1인가구,,12795,13641,14685,15043,15193
강원도,75~79,남자,,2854,3048,3364,3480,3622
강원도,75~79,여자,,9941,10593,11321,11563,11571
강원도,80~84,1인가구,,8109,8989,9702,10746,11573
강원도,80~84,남자,,1422,1673,1897,2152,2276
강원도,80~84,여자,,6687,7316,7805,8594,9297
강원도,85세 이상,1인가구,,5281,5803,6190,6781,7503
강원도,85세 이상,남자,,877,926,1039,1138,1264
강원도,85세 이상,여자,,4404,4877,5151,5643,6239
읍부,합계,1인가구,,32699,33268,32617,33599,32761
읍부,합계,남자,,17223,17574,16563,16897,16209
읍부,합계,여자,,15476,15694,16054,16702,16552
읍부,20세 미만,1인가구,,208,267,266,250,246
읍부,20세 미만,남자,,123,158,146,173,136
읍부,20세 미만,여자,,85,109,120,77,110
읍부,20~24,1인가구,,3114,2792,2033,1838,1219
읍부,20~24,남자,,2655,2327,1475,1290,791
읍부,20~24,여자,,459,465,558,548,428
읍부,25~29,1인가구,,2841,2889,2308,2209,1953
읍부,25~29,남자,,2234,2366,1754,1639,1398
읍부,25~29,여자,,607,523,554,570,555
읍부,30~34,1인가구,,1633,1527,1535,1540,1490
읍부,30~34,남자,,1021,1007,1107,1115,1054
읍부,30~34,여자,,612,520,428,425,436
읍부,35~39,1인가구,,1441,1401,1480,1474,1412
읍부,35~39,남자,,976,945,1020,1022,995
읍부,35~39,여자,,465,456,460,452,417
읍부,40~44,1인가구,,1876,1753,1715,1674,1510
읍부,40~44,남자,,1278,1194,1184,1148,1030
읍부,40~44,여자,,598,559,531,526,480
읍부,45~49,1인가구,,2239,2266,2284,2322,2240
읍부,45~49,남자,,1471,1534,1485,1504,1449
읍부,45~49,여자,,768,732,799,818,791
읍부,50~54,1인가구,,3003,2921,2748,2798,2777
읍부,50~54,남자,,1805,1859,1723,1754,1761
읍부,50~54,여자,,1198,1062,1025,1044,1016
읍부,55~59,1인가구,,3307,3530,3694,3792,3740
읍부,55~59,남자,,1819,1974,2109,2178,2214
읍부,55~59,여자,,1488,1556,1585,1614,1526
읍부,60~64,1인가구,,2660,3112,3246,3664,3748
읍부,60~64,남자,,1183,1443,1564,1845,1962
읍부,60~64,여자,,1477,1669,1682,1819,1786
읍부,65~69,1인가구,,2479,2457,2592,2714,2872
읍부,65~69,남자,,921,924,1021,1113,1181
읍부,65~69,여자,,1558,1533,1571,1601,1691
읍부,70~74,1인가구,,2740,2735,2679,2758,2812
읍부,70~74,남자,,715,746,771,815,895
읍부,70~74,여자,,2025,1989,1908,1943,1917
읍부,75~79,1인가구,,2538,2728,2934,3116,3087
읍부,75~79,남자,,561,599,618,660,677
읍부,75~79,여자,,1977,2129,2316,2456,2410
읍부,80~84,1인가구,,1578,1722,1895,2081,2212
읍부,80~84,남자,,303,320,383,406,420
읍부,80~84,여자,,1275,1402,1512,1675,1792
읍부,85세 이상,1인가구,,1042,1168,1208,1369,1443
읍부,85세 이상,남자,,158,178,203,235,246
읍부,85세 이상,여자,,884,990,1005,1134,1197
면부,합계,1인가구,,48652,51581,51140,53375,52609
면부,합계,남자,,26015,27706,26947,28386,27237
면부,합계,여자,,22637,23875,24193,24989,25372
면부,20세 미만,1인가구,,434,472,395,422,243
면부,20세 미만,남자,,276,298,244,264,153
면부,20세 미만,여자,,158,174,151,158,90
면부,20~24,1인가구,,5328,5523,3950,3984,2677
면부,20~24,남자,,4213,4154,2839,2831,1757
면부,20~24,여자,,1115,1369,1111,1153,920
면부,25~29,1인가구,,3727,4040,3434,3675,2932
면부,25~29,남자,,3066,3336,2763,2912,2125
면부,25~29,여자,,661,704,671,763,807
면부,30~34,1인가구,,1754,1973,1999,2070,2137
면부,30~34,남자,,1179,1380,1438,1511,1532
면부,30~34,여자,,575,593,561,559,605
면부,35~39,1인가구,,1666,1703,1751,1902,1938
면부,35~39,남자,,1164,1165,1198,1315,1340
면부,35~39,여자,,502,538,553,587,598
면부,40~44,1인가구,,2167,2173,2115,2038,2036
면부,40~44,남자,,1533,1559,1501,1453,1409
면부,40~44,여자,,634,614,614,585,627
면부,45~49,1인가구,,3029,3025,3129,3073,2939
면부,45~49,남자,,2123,2077,2180,2148,1992
면부,45~49,여자,,906,948,949,925,947
면부,50~54,1인가구,,4022,4018,4013,4157,4275
면부,50~54,남자,,2545,2565,2576,2642,2724
면부,50~54,여자,,1477,1453,1437,1515,1551
면부,55~59,1인가구,,5056,5640,6019,6140,6191
면부,55~59,남자,,2817,3222,3511,3680,3742
면부,55~59,여자,,2239,2418,2508,2460,2449
면부,60~64,1인가구,,4332,5106,5419,6159,6652
면부,60~64,남자,,2237,2711,2902,3356,3694
면부,60~64,여자,,2095,2395,2517,2803,2958
면부,65~69,1인가구,,3759,3905,4291,4538,4972
면부,65~69,남자,,1552,1684,1945,2161,2471
면부,65~69,여자,,2207,2221,2346,2377,2501
면부,70~74,1인가구,,4355,4303,4263,4411,4445
면부,70~74,남자,,1385,1471,1531,1650,1734
면부,70~74,여자,,2970,2832,2732,2761,2711
면부,75~79,1인가구,,4375,4571,4859,4817,4749
면부,75~79,남자,,1092,1126,1267,1273,1319
면부,75~79,여자,,3283,3445,3592,3544,3430
면부,80~84,1인가구,,2798,3146,3379,3702,3867
면부,80~84,남자,,504,630,690,794,805
면부,80~84,여자,,2294,2516,2689,2908,3062
면부,85세 이상,1인가구,,1850,1983,2124,2287,2556
면부,85세 이상,남자,,329,328,362,396,440
면부,85세 이상,여자,,1521,1655,1762,1891,2116
동부,합계,1인가구,,108028,113068,115888,119321,123487
동부,합계,남자,,53582,56091,57167,58799,60528
동부,합계,여자,,54446,56977,58721,60522,62959
동부,20세 미만,1인가구,,1651,2195,1704,1725,1493
동부,20세 미만,남자,,949,1363,990,998,842
동부,20세 미만,여자,,702,832,714,727,651
동부,20~24,1인가구,,12025,12674,11992,11793,12088
동부,20~24,남자,,7386,7757,6810,6609,6913
동부,20~24,여자,,4639,4917,5182,5184,5175
동부,25~29,1인가구,,9520,9891,10638,11228,12083
동부,25~29,남자,,6070,6218,6657,7074,7334
동부,25~29,여자,,3450,3673,3981,4154,4749
동부,30~34,1인가구,,8086,8166,8140,8127,8436
동부,30~34,남자,,4821,4968,5110,5117,5374
동부,30~34,여자,,3265,3198,3030,3010,3062
동부,35~39,1인가구,,6879,7020,7238,7393,7401
동부,35~39,남자,,4215,4329,4495,4615,4635
동부,35~39,여자,,2664,2691,2743,2778,2766
동부,40~44,1인가구,,7790,7420,7491,7257,7117
동부,40~44,남자,,4838,4581,4619,4517,4431
동부,40~44,여자,,2952,2839,2872,2740,2686
동부,45~49,1인가구,,8812,9071,9193,9129,9047
동부,45~49,남자,,5268,5400,5527,5518,5399
동부,45~49,여자,,3544,3671,3666,3611,3648
동부,50~54,1인가구,,9699,9667,9646,9934,10161
동부,50~54,남자,,5281,5257,5366,5514,5622
동부,50~54,여자,,4418,4410,4280,4420,4539
동부,55~59,1인가구,,10581,11378,11852,11874,12005
동부,55~59,남자,,5186,5645,5900,5948,6008
동부,55~59,여자,,5395,5733,5952,5926,5997
동부,60~64,1인가구,,7829,9092,9839,11055,11777
동부,60~64,남자,,3396,3944,4425,5063,5345
동부,60~64,여자,,4433,5148,5414,5992,6432
동부,65~69,1인가구,,6353,6522,7120,7442,8150
동부,65~69,남자,,2206,2343,2650,2783,3115
동부,65~69,여자,,4147,4179,4470,4659,5035
동부,70~74,1인가구,,6799,6857,6857,7166,7374
동부,70~74,남자,,1760,1820,1841,2037,2255
동부,70~74,여자,,5039,5037,5016,5129,5119
동부,75~79,1인가구,,5882,6342,6892,7110,7357
동부,75~79,남자,,1201,1323,1479,1547,1626
동부,75~79,여자,,4681,5019,5413,5563,5731
동부,80~84,1인가구,,3733,4121,4428,4963,5494
동부,80~84,남자,,615,723,824,952,1051
동부,80~84,여자,,3118,3398,3604,4011,4443
동부,85세 이상,1인가구,,2389,2652,2858,3125,3504
동부,85세 이상,남자,,390,420,474,507,578
동부,85세 이상,여자,,1999,2232,2384,2618,2926
춘천시,합계,1인가구,,32353,33454,34640,35823,36313
춘천시,합계,남자,,15807,16202,16718,17370,17564
춘천시,합계,여자,,16546,17252,17922,18453,18749
춘천시,20세 미만,1인가구,,578,595,581,605,427
춘천시,20세 미만,남자,,267,276,275,290,197
춘천시,20세 미만,여자,,311,319,306,315,230
춘천시,20~24,1인가구,,3940,4061,4067,4219,3868
춘천시,20~24,남자,,2104,2138,2047,2109,2008
춘천시,20~24,여자,,1836,1923,2020,2110,1860
춘천시,25~29,1인가구,,3347,3453,3719,4059,4157
춘천시,25~29,남자,,2060,2145,2299,2507,2453
춘천시,25~29,여자,,1287,1308,1420,1552,1704
춘천시,30~34,1인가구,,2856,2763,2732,2710,2853
춘천시,30~34,남자,,1727,1678,1690,1707,1831
춘천시,30~34,여자,,1129,1085,1042,1003,1022
춘천시,35~39,1인가구,,2110,2068,2167,2250,2258
춘천시,35~39,남자,,1284,1254,1300,1360,1400
춘천시,35~39,여자,,826,814,867,890,858
춘천시,40~44,1인가구,,2249,2086,2125,2017,1906
춘천시,40~44,남자,,1426,1305,1337,1285,1178
춘천시,40~44,여자,,823,781,788,732,728
춘천시,45~49,1인가구,,2433,2446,2510,2440,2450
춘천시,45~49,남자,,1473,1496,1510,1470,1464
춘천시,45~49,여자,,960,950,1000,970,986
춘천시,50~54,1인가구,,2641,2654,2647,2693,2714
춘천시,50~54,남자,,1475,1454,1462,1486,1519
춘천시,50~54,여자,,1166,1200,1185,1207,1195
춘천시,55~59,1인가구,,2799,3056,3245,3211,3256
춘천시,55~59,남자,,1331,1495,1583,1564,1603
춘천시,55~59,여자,,1468,1561,1662,1647,1653
춘천시,60~64,1인가구,,2045,2487,2678,3005,3254
춘천시,60~64,남자,,875,1044,1152,1342,1454
춘천시,60~64,여자,,1170,1443,1526,1663,1800
춘천시,65~69,1인가구,,1685,1675,1868,1987,2169
춘천시,65~69,남자,,545,556,646,720,818
춘천시,65~69,여자,,1140,1119,1222,1267,1351
춘천시,70~74,1인가구,,1966,2000,1914,1951,2003
춘천시,70~74,남자,,539,571,521,557,613
춘천시,70~74,여자,,1427,1429,1393,1394,1390
춘천시,75~79,1인가구,,1823,1984,2119,2142,2135
춘천시,75~79,남자,,378,426,498,509,510
춘천시,75~79,여자,,1445,1558,1621,1633,1625
춘천시,80~84,1인가구,,1125,1272,1385,1561,1762
춘천시,80~84,남자,,178,209,235,295,329
춘천시,80~84,여자,,947,1063,1150,1266,1433
춘천시,85세 이상,1인가구,,756,854,883,973,1101
춘천시,85세 이상,남자,,145,155,163,169,187
춘천시,85세 이상,여자,,611,699,720,804,914
원주시,합계,1인가구,,36894,39399,41427,43619,46208
원주시,합계,남자,,18549,19742,20886,22142,23267
원주시,합계,여자,,18345,19657,20541,21477,22941
원주시,20세 미만,1인가구,,593,621,557,531,487
원주시,20세 미만,남자,,334,365,298,326,290
원주시,20세 미만,여자,,259,256,259,205,197
원주시,20~24,1인가구,,3201,3461,3558,3611,3585
원주시,20~24,남자,,1759,1832,1822,1925,1955
원주시,20~24,여자,,1442,1629,1736,1686,1630
원주시,25~29,1인가구,,3436,3711,4115,4419,5060
원주시,25~29,남자,,2072,2201,2457,2595,2884
원주시,25~29,여자,,1364,1510,1658,1824,2176
원주시,30~34,1인가구,,3289,3546,3615,3687,3991
원주시,30~34,남자,,1998,2192,2255,2275,2450
원주시,30~34,여자,,1291,1354,1360,1412,1541
원주시,35~39,1인가구,,2750,2947,3066,3273,3390
원주시,35~39,남자,,1673,1795,1924,2061,2133
원주시,35~39,여자,,1077,1152,1142,1212,1257
원주시,40~44,1인가구,,3023,3032,3023,3017,3080
원주시,40~44,남자,,1826,1848,1825,1865,1902
원주시,40~44,여자,,1197,1184,1198,1152,1178
원주시,45~49,1인가구,,3316,3512,3672,3717,3753
원주시,45~49,남자,,2000,2087,2207,2221,2176
원주시,45~49,여자,,1316,1425,1465,1496,1577
원주시,50~54,1인가구,,3550,3573,3603,3852,4096
원주시,50~54,남자,,1962,1962,2040,2174,2255
원주시,50~54,여자,,1588,1611,1563,1678,1841
원주시,55~59,1인가구,,3635,3953,4229,4422,4539
원주시,55~59,남자,,1854,2002,2148,2281,2333
원주시,55~59,여자,,1781,1951,2081,2141,2206
원주시,60~64,1인가구,,2524,2986,3318,3821,4193
원주시,60~64,남자,,1131,1381,1572,1833,1988
원주시,60~64,여자,,1393,1605,1746,1988,2205
원주시,65~69,1인가구,,1803,1902,2201,2332,2702
원주시,65~69,남자,,646,702,868,916,1113
원주시,65~69,여자,,1157,1200,1333,1416,1589
원주시,70~74,1인가구,,1916,1927,1940,2089,2203
원주시,70~74,남자,,510,526,544,661,714
원주시,70~74,여자,,1406,1401,1396,1428,1489
원주시,75~79,1인가구,,1884,2021,2164,2237,2240
원주시,75~79,남자,,421,441,478,494,517
원주시,75~79,여자,,1463,1580,1686,1743,1723
원주시,80~84,1인가구,,1261,1404,1482,1594,1761
원주시,80~84,남자,,221,256,285,321,348
원주시,80~84,여자,,1040,1148,1197,1273,1413
원주시,85세 이상,1인가구,,713,803,884,1017,1128
원주시,85세 이상,남자,,142,152,163,194,209
원주시,85세 이상,여자,,571,651,721,823,919
강릉시,합계,1인가구,,27941,29554,30530,31262,32119
강릉시,합계,남자,,14113,15018,15296,15693,15978
강릉시,합계,여자,,13828,14536,15234,15569,16141
강릉시,20세 미만,1인가구,,464,706,529,598,498
강릉시,20세 미만,남자,,298,458,324,367,298
강릉시,20세 미만,여자,,166,248,205,231,200
강릉시,20~24,1인가구,,4546,4996,4862,5047,5024
강릉시,20~24,남자,,3145,3483,3088,3168,3102
강릉시,20~24,여자,,1401,1513,1774,1879,1922
강릉시,25~29,1인가구,,2346,2386,2739,2835,2858
강릉시,25~29,남자,,1708,1696,1926,2059,2024
강릉시,25~29,여자,,638,690,813,776,834
강릉시,30~34,1인가구,,1424,1427,1517,1458,1486
강릉시,30~34,남자,,864,878,972,960,973
강릉시,30~34,여자,,560,549,545,498,513
강릉시,35~39,1인가구,,1333,1378,1423,1383,1463
강릉시,35~39,남자,,816,879,873,877,912
강릉시,35~39,여자,,517,499,550,506,551
강릉시,40~44,1인가구,,1635,1571,1615,1524,1483
강릉시,40~44,남자,,1051,997,1022,932,938
강릉시,40~44,여자,,584,574,593,592,545
강릉시,45~49,1인가구,,1822,1865,1947,1924,1954
강릉시,45~49,남자,,1086,1102,1178,1181,1193
강릉시,45~49,여자,,736,763,769,743,761
강릉시,50~54,1인가구,,2214,2181,2185,2210,2263
강릉시,50~54,남자,,1200,1199,1190,1218,1236
강릉시,50~54,여자,,1014,982,995,992,1027
강릉시,55~59,1인가구,,2562,2754,2871,2850,2902
강릉시,55~59,남자,,1251,1358,1441,1435,1454
강릉시,55~59,여자,,1311,1396,1430,1415,1448
강릉시,60~64,1인가구,,2083,2390,2523,2753,3000
강릉시,60~64,남자,,886,1022,1110,1244,1366
강릉시,60~64,여자,,1197,1368,1413,1509,1634
강릉시,65~69,1인가구,,1843,1888,2047,2096,2280
강릉시,65~69,남자,,647,686,800,809,903
강릉시,65~69,여자,,1196,1202,1247,1287,1377
강릉시,70~74,1인가구,,1997,1977,1974,2044,2105
강릉시,70~74,남자,,517,520,544,576,653
강릉시,70~74,여자,,1480,1457,1430,1468,1452
강릉시,75~79,1인가구,,1719,1830,2002,2044,2178
강릉시,75~79,남자,,357,395,448,448,479
강릉시,75~79,여자,,1362,1435,1554,1596,1699
강릉시,80~84,1인가구,,1112,1255,1327,1469,1545
강릉시,80~84,남자,,165,213,234,265,277
강릉시,80~84,여자,,947,1042,1093,1204,1268
강릉시,85세 이상,1인가구,,841,950,969,1027,1080
강릉시,85세 이상,남자,,122,132,146,154,170
강릉시,85세 이상,여자,,719,818,823,873,910
동해시,합계,1인가구,,9734,10054,10142,10346,10543
동해시,합계,남자,,4620,4825,4912,4930,5003
동해시,합계,여자,,5114,5229,5230,5416,5540
동해시,20세 미만,1인가구,,65,53,49,43,57
동해시,20세 미만,남자,,39,34,33,26,28
동해시,20세 미만,여자,,26,19,16,17,29
동해시,20~24,1인가구,,453,386,249,189,187
동해시,20~24,남자,,301,249,155,109,106
